"","house_code","long","lat","kandida","kater","kawegi","near_kibuon_maranatha_church","near_munyu_maranatha_church","near_umbolwanda","shirikisho_church","unassessed","number_of_people","bondo_a_well_ewb_hope_college","bondo_concrete_water_tank","bondo_kokumu_well","bondo_water_kiosk","hand_dug_deep_well","kandwat","kapaul","kibuon_spring","koyanda","lela_b_well_ewb_oregon_state_sf_professional","lela_c","munyu_river","new_source","nyamilo_water_project_well","ogwedhi","ogwedhi_water_project","old_hand_dug_well","riamanyama","wadhanyim","wiyao_water_point","estimate"
"114","B53",34.404208548367,-1.08503386178058,1860.80027401,1068.29912838,864.268111785,1391.35433661,495.766868723,1109.33848854,1738.368543,1283.1826094,9,3591.87384785,2636.73401858,1893.20794831,1648.38283917,1736.1985136,995.69269823,1074.39415363,878.400280021,700.064124863,3819.35123512,3218.44271894,896.402837382,1446.31778552,1754.20677572,1130.82144625,2308.35422524,1171.00469318,1470.6108601,814.384257894,1807.15538897,176.270704734605
"115","B54",34.4045079499483,-1.08539153724141,1869.76613606,1093.83717905,912.540443402,1428.40062147,535.320682666,1099.28911613,1753.49730827,1321.15101993,3,3597.30266893,2618.03180022,1861.82756326,1620.10297547,1782.14042737,1013.37123543,1089.71288349,901.494633173,729.350290174,3791.02460199,3184.30941162,859.26657281,1497.42805388,1789.78301986,1176.14157335,2328.15484755,1184.0081296,1466.1700564,864.133451279,1799.87242279,86.8228309907329
"116","B55*",34.4041321054101,-1.08584374355074,1808.91826147,1045.40390592,948.048036185,1393.54570014,586.108623304,1033.91337689,1696.11572393,1287.87979744,6,3534.75397217,2553.72587765,1803.4253264,1559.64714932,1764.23431267,958.338216945,1032.92152999,851.133475637,685.923158957,3730.67615982,3128.13070318,898.469206918,1499.70361812,1752.4043451,1218.18933596,2273.84757136,1125.65662531,1401.22396371,860.248298201,1734.59276078,131.546767862669
"117","B56",34.4046434015036,-1.08614879002217,1843.62288233,1098.51763604,997.127265048,1455.05395873,620.013374731,1046.79690547,1737.70650962,1350.10210509,7,3564.24036791,2552.70892487,1783.77930986,1545.05048722,1830.0819565,1004.3380089,1076.2254705,902.776378246,743.601649474,3715.31503276,3103.75972536,841.566947825,1564.47872603,1812.56647537,1261.6591595,2319.65434354,1166.20025198,1420.50551781,925.893337103,1749.67494062,146.454746819981
"118","B57",34.4048583135009,-1.0870317485362,1823.55738041,1118.62217302,1097.87196808,1497.90158295,719.453175709,996.170664766,1730.56348726,1395.87232223,11,3533.3635434,2481.47761575,1695.44381812,1461.3004042,1894.95795392,1009.22825876,1075.1656253,920.763376768,778.184443182,3629.61913716,3011.34008255,825.357883683,1649.34563015,1850.03969233,1362.62901429,2319.88859769,1159.24043152,1377.12265198,1007.06206158,1699.42220178,206.086662649229
"119","B58",34.404811039567,-1.0887038044224,1752.46693906,1129.9003758,1274.7021681,1545.94115637,904.69247085,880.222011728,1683.4189587,1450.61766374,0,3437.54145428,2323.48823809,1516.14922579,1287.8619342,1983.07535429,995.08020889,1048.43291425,933.19379679,825.668018469,3452.29560788,2827.74675901,875.530420315,1780.94955531,1884.73281073,1544.32524411,2282.30847848,1119.8646397,1268.77766406,1135.36551837,1576.78381871,42.0988941187968
"120","B59",34.4050189107656,-1.08932227714464,1754.60806291,1166.14859536,1347.12620266,1592.13649029,974.772451183,865.815003655,1695.72746912,1499.0834906,8,3426.31952426,2280.80650282,1458.49324326,1235.62922891,2039.86439845,1023.50695838,1071.81464496,971.240703698,875.276783023,3395.5951682,2764.97068788,880.312600993,1848.13208643,1925.96932999,1616.09475275,2297.0273045,1137.87987587,1255.59086916,1202.62671438,1555.20939418,161.362725777293
"121","B60",34.4044184312224,-1.0895586040863,1683.24523334,1107.7258741,1356.74907665,1540.86424532,998.511141864,794.528138474,1626.17243457,1450.04108504,6,3354.89916301,2220.5580378,1412.32565914,1183.27272864,1999.64438969,960.664730567,1006.45909133,914.471477515,828.800667958,3348.11673454,2726.16471127,951.95144305,1826.22922885,1870.30881619,1631.4685642,2227.97659695,1070.32818359,1184.25486027,1181.88954112,1485.42629434,131.546767862669
"122","B61",34.4048291444778,-1.08994376667913,1716.67655422,1163.31884317,1408.75291114,1600.06838609,1042.49960108,816.644370983,1666.9753131,1510.09589693,6,3376.6646948,2212.6747379,1386.3211648,1164.43799181,2061.67101208,1012.70707096,1055.54251442,971.304233555,889.872817113,3323.47214369,2693.00827009,929.936507922,1888.14548253,1927.298033,1680.61266458,2269.81844479,1115.96643623,1206.14201029,1243.55204742,1499.27216516,131.546767862669
"123","B62",34.4046635180712,-1.09013752121112,1693.77466054,1152.07777998,1425.50151628,1592.51205204,1063.32618726,791.136994928,1646.75585731,1503.77149575,8,3350.6913435,2184.39613741,1359.85099701,1136.88725612,2059.38591949,998.784719528,1039.68857362,961.343627813,885.587231234,3296.86132722,2668.20049536,956.372537098,1893.75836922,1917.13160259,1699.06578826,2249.9304654,1098.1809245,1180.41330144,1249.91566212,1472.13355274,161.362725777293
"124","B63",34.4048298150301,-1.09080560551387,1696.66156042,1194.16158528,1502.03967156,1642.29127209,1138.23668797,782.527014871,1660.87854626,1556.15736375,36,3335.85038554,2136.68967683,1296.58449819,1080.06303176,2118.81994906,1034.37680445,1069.66592231,1006.90068818,942.766316838,3233.89715528,2599.27300842,978.585552793,1964.11646483,1960.82444548,1775.28410648,2264.7211293,1121.94800513,1168.98936227,1321.25546328,1449.5379345,578.786136582029
"125","B64",34.4043198600411,-1.09168554572642,1625.32198969,1181.43046705,1586.69091229,1641.28811889,1235.03118839,702.953647182,1603.59279187,1560.56144906,7,3244.33597128,2024.82231055,1184.97773392,966.987734929,2136.56669458,1012.07087683,1038.15583324,1001.86176516,960.862390696,3122.26096422,2491.91111753,1080.6365718,2011.2988838,1947.64142891,1864.74096209,2206.92735472,1080.69700126,1083.72095044,1373.35502531,1353.00801768,146.454746819981
"126","B65",34.4041418284178,-1.09154475530972,1607.84217287,1156.75820344,1567.90522695,1616.23221518,1219.65547451,686.931254884,1583.50165976,1535.38668871,5,3232.44653697,2024.80892541,1192.99783442,971.24506804,2111.35130797,987.901463237,1014.71127405,976.852369679,935.699824441,3129.98116348,2503.45359619,1087.83861397,1987.2972107,1923.09134996,1847.0169712,2187.02435809,1058.24986056,1069.54419794,1349.87351657,1342.79387233,116.638788905357
"127","B66",34.4038159400225,-1.09172510112804,1569.20646,1133.5430358,1582.21333112,1596.19276415,1241.02482211,647.207436805,1547.70242973,1517.22954512,5,3191.21026123,1986.76224382,1162.45482844,936.844365383,2097.28336362,962.025775484,986.038354773,956.521573213,923.551073869,3098.71718043,2477.13341631,1129.06688715,1984.41263871,1898.94933545,1863.56713302,2150.95976486,1026.78100379,1028.91501955,1349.77910605,1301.38686375,116.638788905357
"128","B67",34.4042568281293,-1.091961427881,1614.64280902,1189.15724386,1615.71601462,1651.6392341,1265.76720609,690.594153505,1597.62354292,1572.3819298,3,3225.842525,1996.55423775,1153.78898478,936.859091891,2151.39915259,1017.45089283,1040.83431978,1011.97430924,976.871038191,3091.09433131,2460.45493908,1104.43012488,2033.03003972,1954.52064744,1894.44708191,2200.46037346,1080.38272468,1068.43541232,1396.44830955,1332.93133856,86.8228309907329
"129","C1",34.3990090861917,-1.08690905955538,1262.80300229,468.364474272,1077.56693139,872.126217441,923.440160608,677.804312764,1126.11355278,780.388206636,2,3000.8684296,2216.42480347,1651.42901078,1378.76028836,1342.75938606,381.778599448,463.778078726,271.106220869,167.015001104,3489.1978035,2975.6644568,1471.20742812,1256.86354976,1210.1953355,1374.3794793,1694.24166401,565.50961698,957.071059762,662.049673269,1304.02727064,71.9148520334208
"130","C2",34.3987465649843,-1.08667273240616,1255.25715432,440.376985765,1061.49340075,835.310788424,923.136262053,700.323482563,1111.95572787,742.581802307,9,2993.80290399,2232.82981113,1680.89736082,1407.66173253,1303.51576694,367.496112435,452.963517752,245.428432056,127.85685226,3511.02648049,3003.02943507,1498.81042188,1220.85609618,1175.65448916,1357.59322835,1674.61350014,557.325300001,967.454302093,632.004521318,1314.08820693,176.270704734605
"131","C3*",34.398944042623,-1.08628187072587,1299.41106344,467.402369273,1013.29733023,841.493701861,876.426704833,745.952481359,1151.9967772,744.950540507,5,3037.93388762,2280.8051318,1721.54246289,1448.86244882,1293.47273988,408.899729474,496.184458778,277.682842454,120.07206815,3557.14606444,3045.61005755,1475.36050752,1190.75082894,1188.10445797,1309.57300253,1709.62279556,601.720585445,1016.13539709,592.050173058,1362.77883944,116.638788905357
"132","C4",34.3991787359118,-1.08530940932772,1389.07721883,521.023384266,902.509236351,840.5205848,782.16591656,856.559676707,1230.25780624,736.625090693,6,3126.29587026,2391.84399262,1826.6354243,1554.77753564,1252.20430068,495.928870749,586.476689179,349.769602098,147.173356524,3667.91279818,3152.91140471,1451.07107339,1107.16827834,1198.54054298,1198.56738155,1773.14374466,694.283194421,1125.16448765,491.536798605,1471.46604136,131.546767862669
"133","C5",34.3995260819793,-1.08616119300991,1358.62107164,533.441294413,981.784190976,899.560804669,822.909417422,769.740062785,1215.18628913,800.677294898,7,3097.12420224,2313.34379225,1729.18875648,1458.1959133,1337.44969733,470.9824742,556.609733593,343.386397264,177.666669014,3580.21602784,3057.46469193,1410.44503726,1208.67058412,1249.38819042,1279.03651731,1775.08446343,660.69826709,1057.50706068,593.049813562,1404.48265204,146.454746819981
"134","C6*",34.3995716795325,-1.08674480380824,1324.3047373,531.454674224,1043.35136585,924.106901982,869.772021369,707.452344222,1190.39898066,829.258495869,3,3061.79265837,2253.55266011,1664.09891481,1393.15197066,1380.16410266,446.444793464,527.380841518,335.051012313,205.719636514,3517.00386432,2992.51067077,1407.63661389,1268.19118914,1266.87585727,1340.76142914,1759.38727934,627.883549663,1003.49012305,657.001922523,1350.31429561,86.8228309907329
"135","C7",34.3999374657869,-1.08671798654255,1359.45398915,572.217409388,1031.42509191,961.565790533,842.940711743,720.668004594,1228.49963156,865.533009614,7,3096.20805905,2270.01330196,1664.76216851,1395.16019594,1410.83856985,485.26499029,564.918615274,375.801199535,240.68528568,3526.85416518,2995.27808861,1366.86609113,1285.02625556,1305.97718625,1328.87033981,1799.10932011,664.157908287,1027.23102375,665.620453939,1373.62572144,146.454746819981
"136","C8",34.4000631943345,-1.08625538867195,1400.36385085,590.883157837,978.224217468,959.891950633,793.307954948,773.963455381,1263.36943013,860.520045814,3,3138.17142861,2323.12803752,1715.6020678,1446.53840791,1392.39069035,518.715752931,601.605047885,398.272708045,238.265499965,3579.95055051,3046.76949288,1350.90480179,1247.64233934,1310.01266239,1275.65742709,1828.14823259,703.328092545,1078.28155045,621.768615068,1424.89733011,86.8228309907329
"137","C9",34.4003247097135,-1.08646858596024,1410.64937562,617.109927031,996.187128485,994.335739559,795.442973228,760.085767167,1279.22367157,895.785573145,7,3147.31728365,2311.0511389,1691.12247981,1423.14876961,1429.77813941,535.539905375,615.833881991,422.182438808,272.015911627,3561.90868336,3023.38143091,1322.53379914,1283.02773176,1342.79140333,1293.35472927,1848.46376696,715.332412251,1073.90925854,654.528464926,1419.89289814,146.454746819981
"138","C10",34.4007609039545,-1.08674379816078,1434.55665056,663.552478414,1019.61824503,1049.58360656,795.181905085,748.813277833,1311.09333394,951.832259766,9,3168.67282893,2300.40297007,1660.31932837,1394.44282813,1487.07627035,570.669691376,647.116794742,466.693538094,327.242598487,3541.25395611,2993.94699253,1275.66194862,1334.78132346,1396.20658642,1315.85917292,1885.99819398,743.150771728,1076.67653632,702.11674948,1421.07272605,176.270704734605
"139","C11*",34.4012644886971,-1.08717253916377,1458.38519453,719.408449422,1062.24131352,1117.51329563,811.148411674,730.25937146,1345.68321312,1021.24357068,4,3187.49072763,2278.5535415,1614.21574496,1351.26833389,1560.23208272,612.747519943,683.706838058,521.31469892,396.23617044,3506.3735539,2948.65506581,1223.89847347,1405.3339128,1460.92163409,1356.70521736,1927.4417045,774.630876534,1074.22165946,769.671798656,1415.49963376,101.730809948045
"140","C13",34.3980052694678,-1.08879498306476,1054.30018307,410.356292745,1311.44760783,879.845488244,1156.63434025,461.080671158,944.439651055,810.437827578,2,2786.84219226,1983.11648816,1461.05168979,1186.2304438,1410.62605129,243.727813244,292.049518482,248.45559346,329.539276577,3266.26568967,2772.30827879,1609.44573,1413.06042291,1175.57557923,1607.44840607,1534.00523664,372.717706866,719.522105533,863.606944844,1066.4760103,71.9148520334208
"141","C14*",34.3985547870398,-1.08952944033705,1070.48832147,505.481524316,1371.52969442,978.485655554,1187.75323579,382.259668415,982.994496305,911.191280428,19,2791.50546187,1923.97143114,1369.605824,1095.2448747,1512.396299,328.333167752,357.842480588,350.349786054,416.41443037,3193.56732883,2686.79941848,1567.88815581,1509.49014677,1266.63670689,1668.71059946,1580.74675456,418.964438522,681.899690449,946.738965686,1027.17064262,325.350494307725
"142","C15",34.3977963924408,-1.090406363984,954.364245928,507.109360052,1488.92989028,983.378755917,1315.5915606,284.043613528,883.977543803,928.978927199,7,2667.84091174,1804.97546283,1291.32822856,1016.45915008,1537.2283566,317.387910321,311.904984847,394.274690031,509.016630003,3085.59200518,2595.66830377,1675.46778282,1579.22976138,1243.20000178,1785.48532277,1486.31618329,341.682747365,553.68799997,1043.21102473,899.596839308,146.454746819981
"143","C16",34.3972187116742,-1.09034636042456,897.707054473,461.947046185,1503.21267685,935.493629582,1347.01987768,305.397694183,821.100936986,886.037194605,11,2617.47383171,1793.1859203,1314.74095696,1040.55155099,1495.13248313,272.513873703,254.724973503,370.48465694,508.772166779,3084.96048242,2608.85992364,1735.13598628,1557.96262326,1186.2203795,1798.64976779,1422.88046664,277.596842306,526.147753856,1040.44799358,873.116393469,206.086662649229
"144","C17",34.3968167155981,-1.09022534765578,862.727002305,425.915168415,1506.50448745,896.533499173,1363.31608554,334.947206404,778.861723706,850.288286544,10,2587.71977615,1794.86545065,1341.00157294,1067.61068233,1459.37636955,238.563097809,211.48912408,351.09864722,504.883340523,3094.0972108,2627.6776252,1774.51315633,1535.92199932,1141.91165767,1800.84025169,1379.65871652,231.002148277,519.039448384,1032.15474768,865.046557872,191.178683691917
"145","C18*",34.3957833945751,-1.08989951823755,779.324570726,343.644618348,1520.04416072,798.826471645,1410.23065621,426.531057627,673.368975487,762.353884583,12,2514.56878198,1806.33967771,1414.86563906,1144.48072018,1369.05224973,178.093361965,112.100417628,325.994665493,513.107607545,3122.30520071,2680.79273276,1876.88776765,1482.87713125,1027.97649202,1810.48363154,1269.90576771,111.284768585,521.520412974,1018.77931589,857.2809815,220.994641606541
"146","C19",34.3955862522125,-1.09049620171322,727.125338455,401.721425259,1589.27823617,843.16126585,1474.13771264,391.598324241,639.067744357,813.544934423,15,2458.04269721,1737.19862326,1362.52976296,1094.23584804,1417.01116371,246.206685473,170.780269522,395.81032658,582.067220203,3054.99455491,2619.36224936,1914.42062657,1546.56980677,1053.05388693,1880.02329215,1240.63001355,120.755504704,452.551025953,1088.51050014,787.420264487,265.718578478477
"147","C20",34.3952593579888,-1.09048715089735,695.825082016,394.376086726,1604.5731536,824.437103033,1497.76139494,419.182047329,603.298104515,799.154611476,4,2429.0382684,1732.37418215,1378.72288271,1112.08932854,1399.78741839,252.462583514,168.866614641,406.476100751,598.565519839,3054.60802116,2627.24071738,1949.27476895,1542.52934212,1025.26604506,1894.05957524,1204.52332287,96.5790090466,449.7119708,1097.34877598,778.489272969,101.730809948045
"148","C21",34.3970587849617,-1.09076839660779,863.304955347,491.495237615,1553.39101978,960.543701424,1395.43952433,268.872091477,798.398238923,915.769033042,3,2577.04631416,1743.22405315,1275.23672205,1001.70076039,1524.76823402,304.635830351,272.90601281,413.954012236,558.054040052,3036.48223355,2564.37043088,1765.70649986,1600.31485277,1199.32062716,1848.80214866,1401.75893581,275.98355038,476.412087028,1088.88975641,823.385155436,86.8228309907329
"149","C22",34.3962008133531,-1.09128529866738,753.784445065,504.51516241,1641.44873037,953.543331065,1498.42973308,281.956640853,700.519586283,921.414588229,8,2465.723442,1664.40855702,1254.77619141,985.262642617,1526.46906185,333.963999794,272.597016038,469.799703089,637.25373554,2971.23633155,2521.11842196,1874.11144753,1641.50519776,1162.4132585,1935.23459825,1304.34087249,231.247878053,384.177300595,1159.37284757,729.344867558,161.362725777293
"150","C23",34.3961813673377,-1.09162721826888,739.644144668,540.177025999,1677.47279507,985.128172595,1530.09850738,260.544350353,699.071655276,955.218938759,7,2443.5824499,1626.84901086,1220.73234325,952.14495415,1559.11275977,371.567574121,308.078388155,507.86260943,674.166702254,2933.15785187,2483.97328613,1888.39186778,1678.92679602,1186.69122778,1971.56046528,1302.11832879,259.216747423,347.977803551,1197.17101314,693.930526179,146.454746819981
"151","C24",34.3961535394192,-1.09180488236018,731.074020696,558.297643804,1696.9576877,1000.75062334,1547.83226792,252.688276511,697.172531338,972.137226823,9,2430.55474396,1606.90116949,1203.94730292,935.997304108,1575.27708133,390.979127962,326.223942228,527.813251229,693.965266409,2913.23724459,2465.01552967,1897.92495943,1698.137735,1198.18002685,1991.14868542,1299.43235077,273.616985839,328.557869782,1217.16259624,674.781195413,176.270704734605
"152","C25",34.395471252501,-1.09144486115291,671.5669927,503.120543475,1690.12345138,929.82911968,1562.7023771,338.412380588,619.499469984,907.271842148,10,2388.03642919,1631.085072,1272.71918915,1007.79504762,1506.02928729,352.462580379,274.955347576,500.981290431,682.841854838,2949.05713596,2518.19695025,1956.71804265,1650.51622267,1116.22611936,1981.94543787,1223.06610667,202.534635021,346.337600356,1193.86819653,683.093904524,191.178683691917
"153","C26",34.396097548306,-1.09212568334375,716.131959971,591.167102619,1732.40484752,1029.04211215,1580.36246425,242.659628411,694.555195964,1002.73483947,4,2406.72555884,1570.74174817,1174.16654911,907.53792269,1604.40135688,426.128288926,359.344929729,563.905406,729.923136632,2877.22736306,2430.93726652,1916.14406017,1732.79583427,1219.035868,2026.75942933,1294.71287987,300.933525445,293.420500936,1253.37284699,640.047309538,101.730809948045
"154","C27*",34.396187402308,-1.09266504458585,714.784840615,651.781850948,1784.78640168,1086.83001713,1623.83524151,217.307073507,714.403031141,1062.1937652,7,2385.13875466,1514.72017337,1115.790614,850.481496054,1662.72461243,486.63266523,420.059722257,622.864480926,785.041259284,2818.08821743,2370.13964449,1929.00207468,1793.53150871,1269.44859109,2079.78847559,1309.38270325,358.863610966,245.50169265,1310.82197717,592.091301386,146.454746819981
"155","C28",34.3960180878639,-1.09301467397821,691.477545303,685.635993612,1827.80171852,1113.41901699,1666.58777206,234.117891704,705.261064937,1092.10767155,4,2349.70902939,1472.49407186,1089.70361391,827.231806546,1690.0069514,524.485051156,454.830003217,663.149369498,827.444686746,2778.00781012,2335.26755438,1961.50492464,1830.0321657,1285.90367899,2122.71759446,1295.22030724,387.269843523,202.683703132,1352.26822158,549.03515633,101.730809948045
"156","C29",34.3961035832763,-1.09345112403501,698.172482801,735.088228693,1870.03036872,1161.42257531,1701.90888431,231.550941297,728.60278675,1141.04962835,7,2334.99000265,1427.67318289,1042.4671003,781.521078323,1738.16239711,573.346701089,504.251045801,710.715878467,872.081410333,2730.23871181,2285.8159961,1972.63706939,1879.30521597,1329.04546745,2165.417508,1311.89341137,436.119842864,171.503045804,1398.60242097,513.15290977,146.454746819981
"157","C30",34.396361745894,-1.09382824096847,727.173015227,782.119247128,1900.15124436,1211.54172044,1722.28460049,219.272540169,769.894349609,1190.15186072,6,2341.34914003,1394.67205414,991.915278814,730.706298481,1788.17539732,617.120245961,550.632200282,751.08238713,906.808600996,2690.62103648,2239.40110111,1964.80306208,1924.26571438,1379.64089282,2196.18409189,1347.70792644,485.407951778,170.532753461,1435.94287277,496.919591954,131.546767862669
"158","C31",34.3967982754111,-1.09499981727271,790.878178243,920.107196859,2009.99293121,1350.14808346,1811.86667024,272.289372459,868.291352897,1329.16345649,15,2330.55515616,1285.32085754,854.458194001,596.587295123,1926.89471225,752.083927833,688.268110937,881.322293676,1027.6324883,2565.46356107,2102.78051576,1983.72800136,2059.7194646,1511.62786911,2306.96293878,1425.53190288,624.420952077,207.467301943,1559.9952107,444.435854403,265.718578478477
"159","C32",34.3978228792548,-1.09625217987727,937.053902768,1085.50237291,2117.28387784,1524.87717929,1889.35552565,369.810793029,1036.53840663,1500.0255609,8,2386.71334707,1202.17873972,677.719619973,416.822024527,2101.02319133,910.495503703,853.531670221,1029.60267437,1158.81093732,2442.31859734,1948.80499497,1963.53844146,2215.24646502,1691.49077465,2414.74619885,1576.67917688,797.186427486,368.615652438,1693.00721578,493.12033853,161.362725777293
"160","C33",34.4023236259818,-1.08728584209262,1556.41347476,837.541104749,1074.45311547,1233.38291465,780.220945101,783.199983343,1452.84407587,1135.68673432,11,3278.79991285,2317.69889751,1611.3084901,1355.63648247,1665.13746068,726.341055126,793.965847089,639.377774874,511.115221059,3521.78441336,2944.52114644,1108.41349015,1483.85147471,1578.60566589,1363.37859357,2038.80010719,881.065674118,1145.22856366,840.9046431,1480.7273028,206.086662649229
"161","C34*",34.4027051702142,-1.08756038378722,1581.20918838,881.667279926,1107.88347564,1283.10587102,798.47505799,785.729033616,1484.30136715,1186.12261366,10,3298.29290969,2310.15029869,1586.68117797,1334.37635335,1717.33138153,764.387686488,828.916524902,683.490748389,561.227629537,3503.22333489,2918.35653888,1070.83806614,1533.87975867,1626.67256814,1394.26961483,2073.49598322,912.839172339,1155.10889665,890.166916288,1486.84736468,191.178683691917
"162","C35",34.4024017453194,-1.08853217402928,1507.14479779,863.135534454,1213.30350205,1289.73623717,911.457461327,683.035100073,1424.47597485,1198.47220159,3,3213.35475975,2199.03360623,1474.94062512,1221.56989567,1751.0611923,726.672684548,781.693499315,667.547908714,577.719337954,3390.09343794,2807.39548096,1126.06178215,1601.38647661,1622.03310119,1501.9331471,2020.2357302,856.749658764,1059.21654131,963.0424614,1386.11349737,86.8228309907329
"163","C36",34.4023806229234,-1.08901857185624,1485.59443731,873.351867833,1267.19904923,1309.87125863,964.56391847,643.597045964,1411.3054375,1221.33339333,4,3184.10992996,2150.56756676,1421.04417967,1168.2684704,1781.87051567,728.260398364,777.818242912,680.449766568,605.684542404,3337.32115235,2753.34601915,1142.96813404,1645.00086193,1636.4260649,1556.02072994,2009.85657319,847.512373273,1024.18136349,1009.14520771,1347.05577161,101.730809948045
"164","C37*",34.4017888605595,-1.08887476437457,1429.74670941,805.670885924,1249.70297294,1243.66518427,966.583310088,608.653590889,1349.83223895,1156.05596473,16,3135.31569852,2133.3554144,1429.3365431,1171.25736781,1720.35568363,661.171288569,712.098037247,613.012932921,543.574517429,3335.86291771,2763.47114613,1201.70036571,1596.20252671,1569.00759304,1541.55877972,1947.00881515,783.890618925,982.372090124,965.179259093,1310.9643274,280.626557435789
"165","C38*",34.4029093533754,-1.08919891782589,1534.45498724,935.337496338,1291.39002745,1371.58782472,972.458136311,675.454500391,1465.74822727,1282.58141283,8,3225.48690009,2162.66951144,1410.663526,1163.36489591,1840.68680401,789.002056235,836.958609715,742.556842621,665.335146932,3334.25682696,2739.95736026,1093.22668196,1694.44940973,1698.53413376,1577.06167552,2065.55519369,904.446736477,1060.56537168,1055.52355276,1377.55265782,161.362725777293
"166","C39",34.4026920944452,-1.08987571793915,1488.96161115,935.320709165,1364.41485496,1383.89760563,1050.77044262,611.692349015,1431.42998416,1299.11889067,8,3168.36268747,2085.76142274,1332.31105982,1084.37677116,1868.51493548,778.462924501,818.598451743,747.755706029,691.884973741,3255.2383201,2662.35337627,1142.22714258,1743.83827042,1701.78633528,1651.63294175,2033.62760174,878.285234264,999.717089787,1109.57502932,1310.87547246,161.362725777293
"167","C40",34.4022512063384,-1.09083946226586,1414.95472427,933.752452527,1468.92907005,1396.65590389,1165.3435532,515.001731316,1374.26559785,1318.68297507,16,3075.61337051,1968.79714517,1218.61214647,968.122439404,1902.36157364,763.598366258,791.103209628,757.01434121,733.090389651,3138.60684884,2550.45721343,1230.60714861,1810.56753732,1699.49933821,1758.57683941,1978.08414616,837.898541668,904.806125851,1185.56878491,1206.66920644,280.626557435789
"168","C41",34.4015722721815,-1.09202813571287,1317.50201825,940.036885152,1600.58054665,1414.0652313,1310.96058588,396.689415476,1299.93065759,1345.58693658,16,2950.05273692,1816.69438043,1078.00097944,822.140755111,1942.90276192,757.486552285,767.209221022,782.042747181,797.376311713,2990.82777093,2412.01817801,1358.90440501,1893.22405149,1694.9589936,1892.94115277,1902.33523637,794.962341296,782.161745843,1283.37156756,1069.37002047,280.626557435789
"169","C42",34.4007592275739,-1.09228993879753,1224.17760409,888.398317176,1633.74166764,1364.9927956,1363.1951536,301.903320999,1211.90414795,1302.15373822,6,2855.85843196,1745.2366829,1043.66612014,779.474487422,1905.02753455,701.658175894,702.166557457,743.137158826,782.553495042,2939.65039128,2377.63687717,1452.04104278,1883.06566285,1633.50975427,1928.49556948,1813.21632526,720.730210095,687.339924961,1287.24344588,978.018673749,131.546767862669
"170","C43",34.4001460075378,-1.0921380863069,1158.74441488,826.937962848,1623.31730545,1303.89349063,1369.02447523,241.975165328,1142.5672915,1243.74259581,5,2801.76154976,1727.16511148,1061.64717121,792.477285802,1848.69332126,638.869894329,635.643923035,688.62444547,742.074600542,2940.40158048,2392.74775275,1504.45676545,1842.18535016,1567.34074786,1919.41942499,1744.3350383,651.478206891,631.160422658,1256.56775387,932.825795805,116.638788905357
"171","C44",34.4002214446664,-1.09148139962005,1179.38367855,784.405359717,1549.81705628,1260.33019631,1297.69577255,284.162662739,1147.59787833,1195.83184262,5,2842.16601258,1795.91186654,1134.24061659,865.631229245,1797.77719145,599.340074652,605.75388956,635.669657217,676.56449917,3013.50088199,2465.87180487,1465.20205758,1777.22383629,1534.93282443,1845.9301545,1751.16308378,633.324053927,672.382532895,1186.51618661,985.497221624,116.638788905357
"172","C45",34.4012011215091,-1.08933132796403,1350.53630462,758.855451113,1302.30718664,1209.55464275,1035.62532589,527.393475717,1276.06818885,1126.75913134,6,3053.2382433,2058.43483782,1374.10215832,1111.84137552,1703.17389619,603.722849739,647.893153706,572.011526753,530.17247225,3270.91026002,2708.57011338,1278.54666716,1607.28287504,1525.3809404,1596.43188839,1875.28977125,713.974307861,899.675507491,986.434736311,1228.978385,131.546767862669
"173","C46",34.4005141407251,-1.08977314200309,1261.92745423,707.91147078,1357.42645402,1170.1561811,1109.2654061,441.232403015,1192.79265661,1093.16234775,11,2962.50202199,1980.89186023,1323.42243735,1056.61826985,1680.84296647,541.713067268,577.183583919,530.598883756,522.076746855,3206.0097032,2656.44428259,1366.07992112,1616.26056079,1474.36472235,1653.36607068,1793.71415244,636.051417597,809.652474946,1009.42253429,1140.72522478,206.086662649229
"174","C47*",34.4001936167479,-1.08999471942923,1220.13212603,687.800661068,1386.13331873,1154.75757232,1146.03638334,400.327984594,1154.10424317,1080.84585502,5,2919.30161671,1943.54403099,1299.55474973,1030.85954076,1673.24413252,516.333571451,546.584168323,516.705555015,525.184723067,3174.48287087,2631.1258294,1407.60155152,1623.74125247,1452.64414385,1682.64727183,1755.80192968,601.008288937,766.585237401,1024.40400036,1098.42732821,116.638788905357
"175","C48*",34.3997047841549,-1.08958408046472,1185.32666165,618.21158207,1349.29933254,1084.01075389,1128.48517213,412.531881421,1107.36266622,1009.86433881,7,2896.21900123,1963.66660419,1348.13651228,1077.10628387,1602.65904885,449.645177266,485.088517238,445.740224572,460.023360331,3208.7098305,2676.66444923,1446.08732996,1560.25340023,1383.89376197,1646.533573,1706.72496045,546.396143034,758.84313516,968.402491089,1097.53206297,146.454746819981
