"","house_code","long","lat","kandida","kater","kawegi","near_kibuon_maranatha_church","near_munyu_maranatha_church","near_umbolwanda","shirikisho_church","unassessed","number_of_people","bondo_a_well_ewb_hope_college","bondo_concrete_water_tank","bondo_kokumu_well","bondo_water_kiosk","hand_dug_deep_well","kandwat","kapaul","kibuon_spring","koyanda","lela_b_well_ewb_oregon_state_sf_professional","lela_c","munyu_river","new_source","nyamilo_water_project_well","ogwedhi","ogwedhi_water_project","old_hand_dug_well","riamanyama","wadhanyim","wiyao_water_point","estimate"
"176","C49",34.398899115622,-1.09131379196898,1040.10839978,664.253859281,1555.27902178,1141.03995579,1340.48542966,200.367830268,1000.4816248,1084.12301192,7,2721.55407002,1751.70624555,1167.6001084,893.351624225,1691.18202952,475.11071003,469.45982675,537.242996099,618.415793568,3003.59176639,2486.71809403,1593.12538502,1710.02953494,1401.16183125,1852.73951775,1604.25353227,488.321309856,561.957497895,1147.30836682,893.070902102,146.454746819981
"177","C50*",34.3994197994471,-1.09199629026568,1081.3317727,759.23988399,1619.01187209,1235.84995255,1384.40263861,178.346121366,1060.8909431,1179.52469407,6,2736.70820032,1705.42029001,1084.23446034,811.253312456,1786.62852486,569.820369512,560.567558626,631.777317471,704.363922867,2939.30757098,2408.93723202,1570.12125952,1800.13145148,1491.89270969,1916.12021635,1663.05056448,571.609235751,566.575920174,1228.66161862,880.728346743,131.546767862669
"178","C51",34.3992182984948,-1.09236133963484,1053.20124459,775.198834854,1662.81621256,1250.50136118,1430.56708684,137.757892393,1042.19025457,1197.71446228,6,2698.34778269,1659.16457372,1047.02256694,773.196084042,1806.0081321,585.25727009,568.832974125,656.913889708,739.369646418,2895.21960605,2368.96280856,1607.84517801,1831.79036456,1497.65870963,1960.03762674,1642.5975519,571.032834615,527.54736661,1266.51887349,837.142441963,131.546767862669
"179","C52",34.3988793343306,-1.09227988234144,1017.10787417,744.666239406,1660.91306516,1218.88090439,1437.91087271,111.6424358,1003.7544113,1168.06944106,8,2668.85248775,1651.92283996,1062.14351123,787.556832519,1776.8299344,554.786821851,534.906332423,632.658109083,724.21894101,2897.36214446,2379.50893426,1637.91151795,1812.12001002,1462.17083892,1958.32713079,1604.45208089,534.087394562,498.76637439,1254.2609077,815.052676069,161.362725777293
"180","C53",34.3975150957704,-1.09122361904885,894.56154049,561.221820629,1585.00460278,1031.70172544,1408.70363353,202.443161199,846.705836292,985.616773159,7,2593.47106902,1708.90645111,1211.84866953,937.608338208,1594.73761726,373.011457991,344.533861611,472.747215526,601.615113689,2991.61756342,2508.28335664,1733.62864539,1660.30663716,1270.34405173,1881.51654097,1450.55468285,343.911994218,461.659455084,1135.33531756,806.262631482,146.454746819981
"181","C54",34.3980461731553,-1.09137446593974,946.639623809,608.513858087,1584.33691949,1082.16783714,1392.02173612,174.277996317,905.661191167,1032.3670703,4,2635.78951179,1711.62992085,1180.1601535,905.287591261,1641.36153686,418.822891692,398.541751322,505.024178286,616.400587247,2982.47503819,2486.02375038,1683.96369231,1690.40179651,1327.59450963,1881.50952909,1509.36909512,404.053739764,487.529540158,1150.40155537,827.008096605,101.730809948045
"182","C55",34.3976300954819,-1.09076403880795,922.925273526,526.440551153,1532.43090628,1000.53264549,1358.93862075,248.065684369,861.763705847,950.232072514,3,2631.0401772,1761.49824192,1257.51256057,982.877170504,1559.22173524,336.699277012,319.319873593,426.389726652,549.696267516,3043.87197436,2557.81546314,1705.06282743,1613.38922191,1250.32316906,1828.90113484,1465.20478555,334.799981406,510.456076115,1083.65333789,856.091664023,86.8228309907329
"183","C56",34.3968210741878,-1.09232178424161,790.482878497,636.151457639,1725.11343781,1087.84580453,1553.14229908,160.193590032,777.18506752,1055.0366305,10,2465.24764929,1569.76691946,1121.90295991,851.57629121,1660.6291802,459.521042933,405.110175693,583.82753474,732.736239758,2862.00597297,2396.6753526,1849.32094318,1765.61796873,1291.47014552,2021.08462826,1376.35192551,363.783424483,318.043121747,1263.45650392,661.862341379,191.178683691917
"184","C57",34.3965149670839,-1.09294897181361,747.160678459,691.653154985,1802.12780419,1131.65736787,1630.22680099,178.732726709,756.915594273,1105.01516588,8,2401.66106207,1493.40460427,1071.57501199,804.980693739,1707.02989529,521.87551397,459.557242552,652.968807985,807.600376616,2789.47574808,2332.91165398,1907.96375701,1829.51101531,1317.35544612,2097.93612665,1349.08873621,403.525980422,243.336153141,1336.78253171,585.083843534,161.362725777293
"185","C58",34.3968532606959,-1.09302540086207,783.87735894,711.012509282,1798.24780604,1157.17576958,1617.61779721,141.439934118,795.468432846,1127.61152573,7,2430.79625702,1495.76277053,1048.35795442,779.708576095,1731.52762768,536.678752555,479.215091889,662.147890575,809.353370341,2784.48518339,2318.73904838,1877.14050057,1843.43285779,1349.35975399,2094.61889776,1387.45769507,429.834531409,265.409959263,1340.87729373,600.689287708,146.454746819981
"186","D1",34.3905537575483,-1.09223027049087,171.711515676,751.356254586,2050.23625454,928.885715996,2010.77281345,845.157480111,122.967817996,972.955822164,10,1897.04304551,1541.69880245,1533.57492957,1314.31226229,1454.40611283,735.005589351,647.727054028,881.280945141,1088.40176693,2890.49213672,2598.91975904,2505.14342527,1780.73002547,915.473262357,2323.05942073,681.554154573,545.814780174,555.592741213,1500.2423106,648.858018446,191.178683691917
"187","D2",34.3902499973774,-1.09231742644402,149.378474249,780.362501106,2078.64972937,943.816474974,2042.89369221,877.968896085,115.623314972,991.229584241,12,1865.05932503,1538.32096519,1551.8423021,1335.97528305,1462.36044396,768.019144894,681.231381601,913.356219883,1120.38984213,2886.07304429,2603.76563753,2540.27695229,1798.23608756,916.880517273,2350.30295928,649.381421248,579.92762629,581.651855807,1527.28013279,658.450520529,220.994641606541
"188","D3",34.3900387734175,-1.09249475527936,124.28757808,810.611860944,2108.68142583,967.548829147,2073.55662891,900.080996055,129.518691573,1016.85903616,3,1834.39803153,1523.75087837,1556.34082482,1344.0608903,1481.33741352,798.593417953,711.679682134,944.018946414,1151.05320339,2870.45256504,2595.63782525,2568.31988382,1823.24961946,931.389884688,2379.95142401,629.405278094,610.095267425,595.280879317,1556.88406113,655.587834391,86.8228309907329
"189","D4",34.3896810337901,-1.09284103254011,85.018725375,865.755725709,2163.57500545,1013.57233522,2128.75754853,938.554786891,168.863783554,1065.71672429,4,1779.14067876,1495.22306542,1562.08353891,1356.52722918,1519.46057199,853.402816645,766.143553871,999.220183589,1206.28078439,2839.53322117,2578.05704156,2617.42641779,1870.91373248,962.759761595,2434.37862231,598.917103149,663.91931015,619.579601664,1611.27520713,650.124402596,101.730809948045
"190","D5",34.389419183135,-1.09263722172739,115.355279103,868.574045839,2164.34412755,998.62946471,2136.90188172,968.186813627,154.0106246,1054.09377765,15,1772.14633094,1524.40826898,1598.9698881,1393.21444714,1497.19196322,864.192883518,778.307640587,1007.66257038,1214.39344759,2867.25959037,2611.27644346,2638.88342281,1857.3449617,936.533245217,2433.13388644,565.197104181,677.998696855,654.298908184,1610.08468884,686.343633194,265.718578478477
"191","D6",34.3892931193113,-1.09227083153092,158.360837923,849.526120285,2142.19109229,963.192771381,2122.63811485,984.432165865,123.712419612,1021.20170458,4,1789.26393824,1567.38130389,1635.63586562,1426.91612609,1456.86494007,854.10296676,770.074757846,994.568378588,1200.65401245,2909.93909753,2653.99701211,2641.31924974,1822.58999817,894.496218142,2408.92031112,543.462069678,672.432211788,681.483933828,1586.19922135,726.348885939,101.730809948045
"192","D7*",34.3890051171184,-1.09221686188246,178.018345075,868.829076416,2158.63948343,967.020681431,2144.41088081,1016.8189526,139.433556479,1028.14040481,1,1770.14712544,1581.70092846,1664.16893111,1457.0853531,1452.29736945,878.677242886,795.639253892,1017.42188297,1223.01133046,2922.19342715,2673.72201375,2670.66332382,1826.86102975,885.716061707,2423.69609717,510.894143311,699.301895367,713.494528364,1601.44044015,751.858467813,57.0068730761088
"193","D8",34.3887429311871,-1.0922212196802,194.183690892,890.963046218,2178.35428034,977.031897166,2168.01414524,1045.84153435,161.820664904,1040.68429651,8,1748.91302317,1589.51509577,1686.55798698,1481.48588392,1454.69446922,904.342368123,821.940610824,1041.93146401,1247.13588151,2927.80865467,2686.61823018,2698.95683035,1836.84962962,884.641039868,2442.10233394,482.234273521,726.395496839,740.602175518,1620.32552804,771.205725617,161.362725777293
"194","D9",34.3880381807685,-1.09235128317899,241.870067576,960.47577407,2241.95795687,1019.66276717,2239.77515342,1123.04316718,235.649511429,1089.12065906,3,1683.50610598,1600.56041664,1739.85480447,1541.28364357,1477.0500488,980.279854667,898.933820819,1115.78739849,1320.17422278,2931.50369254,2711.02113348,2778.40663562,1877.92050175,899.652199532,2502.71081304,408.483045109,804.569239088,810.148446692,1682.37604595,817.212794262,86.8228309907329
"195","D10",34.3878219276667,-1.09252157249361,252.519773181,991.07858478,2272.2178406,1046.78867195,2270.35056386,1146.12041604,265.86774642,1117.33239948,9,1653.19294737,1591.17468954,1748.12924323,1552.93776845,1499.04970472,1010.35069537,928.715565223,1146.19829614,1350.66739558,2919.02891824,2706.33551912,2806.49224646,1904.44367104,920.070228337,2532.6408954,390.397966369,833.854324618,827.838877287,1712.50194433,822.984485962,176.270704734605
"196","D11",34.3878802657127,-1.09201472710357,278.407825089,951.748438251,2226.97780729,992.996797938,2232.51849593,1143.32822278,236.804084348,1065.22778566,9,1698.70123854,1641.7254616,1776.3610725,1575.34313013,1442.34154279,979.547173953,900.198352661,1111.81129676,1314.93310821,2972.0587577,2752.26041337,2786.1912572,1849.84306697,863.385195218,2485.3894202,383.85602465,808.576263021,838.615102082,1666.44759514,855.439956838,176.270704734605
"197","D12",34.3878648430109,-1.09157626554641,312.6229551,925.284975156,2193.45026808,950.03836381,2206.53974431,1150.44159664,227.797151218,1024.4058922,4,1733.737824,1688.19996636,1807.60294117,1602.28982397,1394.35784348,961.594362243,884.660979567,1090.08359829,1291.60091196,3019.788353,2795.80685466,2776.58748425,1805.58792355,814.903526952,2449.66665697,377.588755459,796.4314264,857.648787102,1632.23714898,890.632705834,101.730809948045
"198","D13",34.388087131083,-1.09165939893525,288.98724493,910.069608944,2182.62998404,947.434657723,2191.19650921,1124.74148207,204.680765002,1019.51161678,4,1743.37105222,1671.37179199,1782.51277363,1576.46543103,1400.05708788,942.395712593,864.495448284,1072.54801201,1274.85445826,3004.97368598,2775.91975951,2754.59390108,1804.54368006,822.542692836,2440.42658659,402.656037148,775.032391905,831.279424859,1621.87241591,866.740437113,101.730809948045
"199","D14",34.3883094191551,-1.09135033043771,300.873469378,870.238850618,2140.7951087,905.824394052,2151.48529444,1105.20512131,176.834093463,977.367064978,9,1785.42626202,1696.30843918,1785.18823933,1574.61111694,1362.90317575,906.346618278,829.770910701,1034.64072575,1236.22092192,3032.82368109,2794.77036726,2722.83996932,1763.3868502,787.346870418,2398.26072412,427.071525714,742.333692474,822.647345357,1579.91368334,875.274017623,176.270704734605
"200","D15",34.3881508335471,-1.09085052437287,357.171395867,855.57986558,2114.20927387,863.734923744,2135.92609053,1132.6933152,201.880949908,939.231028304,6,1815.47938292,1754.61386506,1834.69506278,1620.69642763,1309.96849682,903.771494924,830.830971075,1026.38815384,1225.26540431,3090.93143087,2852.23442283,2728.5501206,1718.89120009,732.36640281,2368.23675314,415.06538769,748.431965111,863.460414371,1552.49548374,928.962141144,131.546767862669
"201","D16",34.389223381877,-1.09118138191804,276.263411845,776.614440042,2056.95136736,850.191744958,2057.02636146,1008.50832979,77.2157146177,913.322983095,3,1868.61608601,1686.59823769,1721.30372394,1502.59379407,1336.10377715,805.352970071,727.614861897,936.233105905,1139.19965501,3030.32512733,2766.37321698,2619.58155395,1710.06465116,773.226809655,2318.53960925,529.463660715,639.207886961,741.386043535,1497.67623701,827.115606245,86.8228309907329
"202","D17*",34.3899733945727,-1.09011539699184,386.922011938,640.163483861,1913.47119801,711.933864588,1921.3967169,958.882332601,136.221266937,770.910088026,7,2011.8936323,1784.58400524,1746.26874972,1513.62282477,1216.6682325,685.876534044,614.819923782,808.095404946,1007.83791219,3132.71610898,2840.48581319,2514.10925639,1571.26794644,671.633346479,2174.00974552,630.23981784,537.319212601,742.796491912,1353.61963924,886.630126548,146.454746819981
"203","D18",34.3897088617086,-1.08833406159071,584.789607308,585.599236722,1797.01066469,536.101549274,1845.54178368,1066.42576416,334.726891732,610.23722097,5,2141.2722539,1984.70414433,1915.27217798,1673.34677762,1018.30090821,684.925224077,634.97429984,776.1789921,958.843032167,3332.95486116,3034.84314283,2515.06077354,1394.24052653,473.040495896,2045.23583173,679.120099166,586.876327366,904.888628213,1234.9489639,1078.99780536,116.638788905357
"204","D19",34.3899988755584,-1.08798342600765,623.934273132,545.151667702,1747.05238633,487.329133757,1798.92260402,1058.03653264,373.202843222,559.956265575,6,2191.86472832,2017.61886244,1925.71426436,1680.25458761,979.75690184,653.622483185,608.777027871,738.160368664,917.100008683,3366.66993162,3059.30539669,2479.24068476,1346.30042614,447.363497958,1994.77252687,727.01839602,568.199168876,914.96100788,1185.04580047,1103.18691486,131.546767862669
"205","D19",34.3899988755584,-1.08798342600765,623.934273132,545.151667702,1747.05238633,487.329133757,1798.92260402,1058.03653264,373.202843222,559.956265575,6,2191.86472832,2017.61886244,1925.71426436,1680.25458761,979.75690184,653.622483185,608.777027871,738.160368664,917.100008683,3366.66993162,3059.30539669,2479.24068476,1346.30042614,447.363497958,1994.77252687,727.01839602,568.199168876,914.96100788,1185.04580047,1103.18691486,131.546767862669
"206","D20",34.3895717337728,-1.08636366339729,804.238668739,584.791798609,1672.50883761,359.798635,1768.08888279,1199.35113081,554.352575217,455.93294563,4,2306.25566355,2203.10029759,2098.44370261,1848.2370078,799.398695098,732.525069462,708.401100979,782.763866768,934.700519152,3551.80980823,3244.50600944,2517.32512558,1199.29344203,264.107008079,1904.14854143,802.94786847,692.170026786,1089.27683926,1116.12814443,1288.60181223,101.730809948045
"207","D20",34.3895717337728,-1.08636366339729,804.238668739,584.791798609,1672.50883761,359.798635,1768.08888279,1199.35113081,554.352575217,455.93294563,4,2306.25566355,2203.10029759,2098.44370261,1848.2370078,799.398695098,732.525069462,708.401100979,782.763866768,934.700519152,3551.80980823,3244.50600944,2517.32512558,1199.29344203,264.107008079,1904.14854143,802.94786847,692.170026786,1089.27683926,1116.12814443,1288.60181223,101.730809948045
"208","D19",34.3899988755584,-1.08798342600765,623.934273132,545.151667702,1747.05238633,487.329133757,1798.92260402,1058.03653264,373.202843222,559.956265575,6,2191.86472832,2017.61886244,1925.71426436,1680.25458761,979.75690184,653.622483185,608.777027871,738.160368664,917.100008683,3366.66993162,3059.30539669,2479.24068476,1346.30042614,447.363497958,1994.77252687,727.01839602,568.199168876,914.96100788,1185.04580047,1103.18691486,131.546767862669
"209","D19",34.3899988755584,-1.08798342600765,623.934273132,545.151667702,1747.05238633,487.329133757,1798.92260402,1058.03653264,373.202843222,559.956265575,6,2191.86472832,2017.61886244,1925.71426436,1680.25458761,979.75690184,653.622483185,608.777027871,738.160368664,917.100008683,3366.66993162,3059.30539669,2479.24068476,1346.30042614,447.363497958,1994.77252687,727.01839602,568.199168876,914.96100788,1185.04580047,1103.18691486,131.546767862669
"210","D20",34.3895717337728,-1.08636366339729,804.238668739,584.791798609,1672.50883761,359.798635,1768.08888279,1199.35113081,554.352575217,455.93294563,4,2306.25566355,2203.10029759,2098.44370261,1848.2370078,799.398695098,732.525069462,708.401100979,782.763866768,934.700519152,3551.80980823,3244.50600944,2517.32512558,1199.29344203,264.107008079,1904.14854143,802.94786847,692.170026786,1089.27683926,1116.12814443,1288.60181223,101.730809948045
"211","D20",34.3895717337728,-1.08636366339729,804.238668739,584.791798609,1672.50883761,359.798635,1768.08888279,1199.35113081,554.352575217,455.93294563,4,2306.25566355,2203.10029759,2098.44370261,1848.2370078,799.398695098,732.525069462,708.401100979,782.763866768,934.700519152,3551.80980823,3244.50600944,2517.32512558,1199.29344203,264.107008079,1904.14854143,802.94786847,692.170026786,1089.27683926,1116.12814443,1288.60181223,101.730809948045
"212","D21",34.3909664824605,-1.09476818376789,182.225879342,965.958290834,2255.24982006,1204.75522808,2171.41991592,821.143709272,399.395636981,1240.11360058,8,1766.85340962,1255.80965279,1318.45234864,1127.28568759,1739.16004579,902.435736342,810.180279258,1058.47504748,1261.88201748,2604.61360066,2322.97290547,2554.74999544,2047.60103001,1200.3495733,2537.16517792,809.770772255,701.279172037,448.605485059,1720.09565349,395.839902897,161.362725777293
"213","D22*",34.3911418318748,-1.09561828869934,268.693358445,1043.88976499,2325.63017712,1297.9150845,2228.11589352,831.26837899,495.538842139,1330.78801059,9,1735.2277174,1159.33741527,1249.2641301,1070.59620437,1834.96981885,968.721959823,876.567054481,1125.63400709,1326.34835273,2508.26311444,2229.2981806,2574.49717674,2137.42028039,1296.8203517,2609.97577843,873.173825725,768.063555711,445.266629003,1796.12342372,320.184872414,176.270704734605
"214","D23",34.3908481299877,-1.09585964336777,276.618327244,1081.49847126,2365.42228887,1326.75698618,2269.84585346,871.470490334,513.686441563,1362.04250835,10,1693.63773625,1139.07137532,1262.9389577,1091.28754939,1859.24695971,1009.06388828,916.851055239,1165.8779445,1367.08261182,2486.63698596,2219.78979508,2615.36359637,2169.37942536,1315.94019532,2649.23659864,860.528185093,808.216673842,484.309411145,1834.46532821,334.112199866,191.178683691917
"215","D24",34.3912343680859,-1.09617742698489,327.410021385,1097.67212576,2374.17944032,1359.54668871,2268.50678689,846.193332024,558.166223912,1391.15802251,10,1714.81627469,1096.32073286,1207.9914607,1038.91584749,1897.80101005,1016.25004033,924.397042693,1173.32433196,1372.18303026,2445.2578301,2168.94563021,2591.64571529,2197.19345243,1359.69589671,2659.8711455,915.944007333,816.467906004,456.693115578,1848.21423093,279.85428836,191.178683691917
"216","D25",34.3907391652465,-1.09596423038473,282.682484739,1097.0624112,2381.63827048,1339.30592241,2286.58411036,887.067274426,522.776662408,1375.43870389,3,1677.40763768,1130.22805311,1267.49432486,1098.71860526,1870.08657553,1025.46009735,933.234071763,1182.24241878,1383.58041926,2477.09850348,2214.97103881,2631.23952018,2182.97119829,1324.94835006,2665.28708067,857.29271213,824.567737821,499.462340009,1850.2351557,339.75550363,86.8228309907329
"217","D26",34.3905088305473,-1.09587305195989,264.792581658,1098.69437377,2386.36747256,1331.5899605,2296.1349673,907.120553022,508.7686288,1369.83355749,3,1660.01883776,1145.86234909,1294.7420991,1126.24214428,1858.60096879,1031.62887746,939.346409851,1188.13007029,1390.44404599,2491.38651432,2235.81821919,2650.28356135,2177.75833103,1310.28141038,2669.03257957,830.597444901,830.512266901,520.766867881,1852.62677113,367.24680081,86.8228309907329
"218","D27",34.3903358280659,-1.09581070200603,253.164790814,1100.98080067,2390.69858607,1326.81849928,2304.0003569,922.672247274,499.667704215,1366.64252961,3,1646.79765832,1157.23656673,1314.87738579,1146.6868199,1850.87851003,1037.26833072,944.988207821,1193.50620765,1396.4762922,2501.59286445,2250.96976891,2664.9638288,2174.73234749,1300.21326586,2672.61880073,810.989326289,836.09575632,537.322990663,1855.29422513,387.614963116,86.8228309907329
"219","D28",34.3905011191964,-1.09607686255275,286.349369835,1119.52144286,2406.10368742,1354.22159344,2313.54216177,916.30572554,531.12985606,1392.28135187,6,1648.18653603,1124.0488133,1284.35063722,1119.6708852,1881.20036235,1050.69554761,958.429990547,1207.33411246,1409.21177437,2469.21505777,2216.20530094,2660.51713807,2200.16828455,1332.4538208,2689.16168504,843.457925512,849.658449802,528.55711417,1873.23184055,359.083434275,131.546767862669
"220","D29*",34.3907441943884,-1.09631452982195,319.516112895,1132.45946629,2414.76857711,1378.0816707,2315.50478949,902.045316105,561.239153308,1413.80505113,10,1659.43871058,1092.09523206,1247.94506082,1085.79661872,1909.00254733,1057.75097914,965.619584518,1214.69085717,1415.16314623,2438.58345591,2180.19025835,2647.35266845,2221.20333191,1363.29855452,2699.11222797,880.98538909,857.156891097,512.774206852,1885.03406221,324.562638764,191.178683691917
"221","D30",34.3897128850222,-1.09590556779553,257.569380654,1143.02069565,2437.18906841,1347.13392843,2359.11195111,991.400128151,508.286880798,1392.07686399,8,1581.82478715,1166.32948006,1370.477336,1208.86408016,1860.21189871,1087.96397186,995.837417587,1243.3623801,1447.72367496,2504.61124918,2275.33183468,2732.54355127,2199.94732628,1301.33247809,2717.06469114,763.187412114,887.02126295,606.941462116,1897.60033434,447.812437155,161.362725777293
"222","D31",34.3903985247016,-1.0966175639432,342.421407537,1178.86523622,2463.405219,1415.2026424,2366.14776535,951.122079879,589.642370589,1453.47508774,6,1609.7953914,1068.71671533,1266.52382597,1113.11076803,1940.79472043,1106.9331547,1014.73790436,1263.78128382,1464.76325638,2412.09567066,2168.89432001,2696.61390899,2261.36346443,1389.90171072,2747.18217926,872.583052945,906.137809664,561.507977961,1932.13824149,352.72960233,131.546767862669
"223","D32",34.3899857997894,-1.09695613079017,374.509634057,1232.42999775,2519.39985999,1458.0695258,2424.698025,1008.83612035,624.751307738,1499.215467,7,1551.8112407,1045.8551544,1292.05646908,1148.43001318,1977.22873311,1163.73396866,1071.48532576,1320.44332316,1522.01377939,2384.05146763,2159.13954808,2754.37612848,2307.35082164,1420.85236549,2802.46776208,864.577180987,962.758092669,619.062334536,1986.33354696,392.695836107,146.454746819981
"224","D33",34.3924631550908,-1.09667052786832,450.773218613,1109.32890658,2358.56326532,1415.50341683,2226.77456038,753.629582056,657.843502597,1436.23982571,3,1814.48212571,1026.54582918,1062.64141713,891.886443214,1968.81918979,1004.83360059,915.402022407,1160.63072873,1351.42297434,2374.93040506,2061.49510996,2495.00459855,2235.05655944,1449.22596286,2648.61184881,1059.92007768,811.489804137,369.065388037,1847.83040478,133.308014967,86.8228309907329
"225","D34",34.3926374986768,-1.09684316344053,477.966715812,1123.70226445,2367.3785376,1435.88615476,2230.82558685,748.489958729,683.602572552,1455.15474029,4,1824.65451909,1006.57268882,1036.0954002,867.41908577,1990.84049241,1015.62166317,926.808243516,1170.91265058,1360.02196241,2354.14626251,2036.16371884,2487.20334597,2252.54000089,1473.51204148,2658.08959791,1086.64748653,823.859412068,367.714962617,1859.51836806,107.191338397,101.730809948045
"226","D35",34.3926569446921,-1.0964851541263,450.122108807,1084.36937961,2330.58188667,1396.33262096,2197.39295215,724.316427876,649.216848132,1415.33179756,6,1842.53742014,1046.29845136,1055.47418561,878.564514964,1951.92869291,977.697126979,888.579272008,1133.25721202,1323.33064292,2393.65080407,2071.93158958,2466.26744181,2212.68622741,1436.50194047,2620.91121074,1067.14273029,785.200595423,339.306025617,1821.20213164,128.046739492,131.546767862669
"227","D36",34.393021389842,-1.0955331441311,415.75987715,972.337665489,2217.68527441,1294.6112245,2088.36208829,636.223764841,581.377755326,1309.82538776,4,1924.41271877,1151.78321421,1085.09348383,885.160365174,1855.19209034,864.354017809,775.25105901,1019.9629528,1210.55874773,2496.42700389,2155.16625139,2381.72305961,2104.14659229,1351.57513548,2507.78267683,1052.35391562,672.07793197,246.420641965,1707.90324635,199.909302336,101.730809948045
"228","D37*",34.3924534320831,-1.09533402650934,350.5732015,965.754528483,2226.67212467,1267.09137612,2109.89342297,684.184740432,527.255433082,1287.69106162,8,1878.38232684,1175.04333425,1148.31840789,951.367810486,1821.94888661,869.458609555,778.697183383,1026.19426185,1221.28226991,2523.07516091,2198.85751774,2428.91593506,2087.18638586,1308.2707549,2514.80409256,985.842362101,672.744042411,296.51731328,1709.07961929,244.439699001,161.362725777293
"229","D38",34.3922147154808,-1.09511580162586,315.094360972,950.089880225,2217.91622413,1241.46246898,2108.01571379,699.954375153,492.606085281,1264.37456004,12,1866.61747614,1200.73767394,1184.16836564,986.132548914,1793.75027403,859.914326411,768.527836023,1016.92613291,1214.1059194,2549.61212996,2231.38008956,2442.78885898,2065.78984663,1276.5303717,2504.92951186,951.442803305,661.493256626,315.960039238,1696.53350354,278.686095037,220.994641606541
"230","D39",34.3921141326427,-1.09590556779553,361.858443515,1037.30381518,2300.49119733,1328.80883349,2183.05579477,744.954259525,564.373245943,1352.63250399,2,1815.68325996,1113.97360056,1141.43056973,958.522278312,1878.96270448,943.124805883,852.237183288,1099.9166786,1295.18272745,2463.31017434,2154.97647644,2490.49441049,2154.30568002,1356.39255625,2588.47842145,982.307626411,746.008540701,355.189475059,1782.06457839,216.192260819,71.9148520334208
"231","D40*",34.3916594982147,-1.09555392745114,298.634635843,1016.13815365,2290.54647473,1289.08655702,2185.05223423,775.098739006,507.938676575,1317.21837259,6,1789.06005202,1157.99832877,1205.21822527,1020.43725274,1833.6700608,932.544856599,840.754118303,1089.62317391,1288.29664672,2507.78142753,2211.29179026,2519.22339814,2121.74898683,1304.42140504,2576.51093621,919.009137973,732.959818167,388.054081214,1765.63674558,279.764563025,131.546767862669
