house_code,long,lat,Bondo A Well - EWB Hope College,Bondo Concrete Water Tank,Bondo Kokumu Well,Bondo Water Kiosk,Hand dug deep well,Kandwat,Kapaul,Kibuon (spring),Koyanda,Lela B Well - EWB Oregon State / SF Professional,Lela C,Munyu River,New source,Nyamilo water project well,Ogwedhi,Ogwedhi Water Project,Old hand dug well,Riamanyama,Wadhanyim,Wiyao Water Point
C22, 34.3962008133531,-1.09128529866738,2465.723442,1664.40855702,1254.77619141,985.262642617,1526.46906185,333.963999794,272.597016038,469.799703089,637.25373554,2971.23633155,2521.11842196,1874.11144753,1641.50519776,1162.4132585,1935.23459825,1304.34087249,231.247878053,384.177300595,1159.37284757,729.344867558
C23, 34.3961813673377,-1.09162721826888,2443.5824499,1626.84901086,1220.73234325,952.14495415,1559.11275977,371.567574121,308.078388155,507.86260943,674.166702254,2933.15785187,2483.97328613,1888.39186778,1678.92679602,1186.69122778,1971.56046528,1302.11832879,259.216747423,347.977803551,1197.17101314,693.930526179
C24, 34.3961535394192,-1.09180488236018,2430.55474396,1606.90116949,1203.94730292,935.997304108,1575.27708133,390.979127962,326.223942228,527.813251229,693.965266409,2913.23724459,2465.01552967,1897.92495943,1698.137735,1198.18002685,1991.14868542,1299.43235077,273.616985839,328.557869782,1217.16259624,674.781195413
C25, 34.395471252501,-1.09144486115291,2388.03642919,1631.085072,1272.71918915,1007.79504762,1506.02928729,352.462580379,274.955347576,500.981290431,682.841854838,2949.05713596,2518.19695025,1956.71804265,1650.51622267,1116.22611936,1981.94543787,1223.06610667,202.534635021,346.337600356,1193.86819653,683.093904524
C26, 34.396097548306,-1.09212568334375,2406.72555884,1570.74174817,1174.16654911,907.53792269,1604.40135688,426.128288926,359.344929729,563.905406,729.923136632,2877.22736306,2430.93726652,1916.14406017,1732.79583427,1219.035868,2026.75942933,1294.71287987,300.933525445,293.420500936,1253.37284699,640.047309538
C27*, 34.396187402308,-1.09266504458585,2385.13875466,1514.72017337,1115.790614,850.481496054,1662.72461243,486.63266523,420.059722257,622.864480926,785.041259284,2818.08821743,2370.13964449,1929.00207468,1793.53150871,1269.44859109,2079.78847559,1309.38270325,358.863610966,245.50169265,1310.82197717,592.091301386
C28, 34.3960180878639,-1.09301467397821,2349.70902939,1472.49407186,1089.70361391,827.231806546,1690.0069514,524.485051156,454.830003217,663.149369498,827.444686746,2778.00781012,2335.26755438,1961.50492464,1830.0321657,1285.90367899,2122.71759446,1295.22030724,387.269843523,202.683703132,1352.26822158,549.03515633
C29, 34.3961035832763,-1.09345112403501,2334.99000265,1427.67318289,1042.4671003,781.521078323,1738.16239711,573.346701089,504.251045801,710.715878467,872.081410333,2730.23871181,2285.8159961,1972.63706939,1879.30521597,1329.04546745,2165.417508,1311.89341137,436.119842864,171.503045804,1398.60242097,513.15290977
C30, 34.396361745894,-1.09382824096847,2341.34914003,1394.67205414,991.915278814,730.706298481,1788.17539732,617.120245961,550.632200282,751.08238713,906.808600996,2690.62103648,2239.40110111,1964.80306208,1924.26571438,1379.64089282,2196.18409189,1347.70792644,485.407951778,170.532753461,1435.94287277,496.919591954
C31, 34.3967982754111,-1.09499981727271,2330.55515616,1285.32085754,854.458194001,596.587295123,1926.89471225,752.083927833,688.268110937,881.322293676,1027.6324883,2565.46356107,2102.78051576,1983.72800136,2059.7194646,1511.62786911,2306.96293878,1425.53190288,624.420952077,207.467301943,1559.9952107,444.435854403
C32, 34.3978228792548,-1.09625217987727,2386.71334707,1202.17873972,677.719619973,416.822024527,2101.02319133,910.495503703,853.531670221,1029.60267437,1158.81093732,2442.31859734,1948.80499497,1963.53844146,2215.24646502,1691.49077465,2414.74619885,1576.67917688,797.186427486,368.615652438,1693.00721578,493.12033853
C33, 34.4023236259818,-1.08728584209262,3278.79991285,2317.69889751,1611.3084901,1355.63648247,1665.13746068,726.341055126,793.965847089,639.377774874,511.115221059,3521.78441336,2944.52114644,1108.41349015,1483.85147471,1578.60566589,1363.37859357,2038.80010719,881.065674118,1145.22856366,840.9046431,1480.7273028
C34*, 34.4027051702142,-1.08756038378722,3298.29290969,2310.15029869,1586.68117797,1334.37635335,1717.33138153,764.387686488,828.916524902,683.490748389,561.227629537,3503.22333489,2918.35653888,1070.83806614,1533.87975867,1626.67256814,1394.26961483,2073.49598322,912.839172339,1155.10889665,890.166916288,1486.84736468
C35, 34.4024017453194,-1.08853217402928,3213.35475975,2199.03360623,1474.94062512,1221.56989567,1751.0611923,726.672684548,781.693499315,667.547908714,577.719337954,3390.09343794,2807.39548096,1126.06178215,1601.38647661,1622.03310119,1501.9331471,2020.2357302,856.749658764,1059.21654131,963.0424614,1386.11349737
C36, 34.4023806229234,-1.08901857185624,3184.10992996,2150.56756676,1421.04417967,1168.2684704,1781.87051567,728.260398364,777.818242912,680.449766568,605.684542404,3337.32115235,2753.34601915,1142.96813404,1645.00086193,1636.4260649,1556.02072994,2009.85657319,847.512373273,1024.18136349,1009.14520771,1347.05577161
C37*, 34.4017888605595,-1.08887476437457,3135.31569852,2133.3554144,1429.3365431,1171.25736781,1720.35568363,661.171288569,712.098037247,613.012932921,543.574517429,3335.86291771,2763.47114613,1201.70036571,1596.20252671,1569.00759304,1541.55877972,1947.00881515,783.890618925,982.372090124,965.179259093,1310.9643274
C38*, 34.4029093533754,-1.08919891782589,3225.48690009,2162.66951144,1410.663526,1163.36489591,1840.68680401,789.002056235,836.958609715,742.556842621,665.335146932,3334.25682696,2739.95736026,1093.22668196,1694.44940973,1698.53413376,1577.06167552,2065.55519369,904.446736477,1060.56537168,1055.52355276,1377.55265782
C39, 34.4026920944452,-1.08987571793915,3168.36268747,2085.76142274,1332.31105982,1084.37677116,1868.51493548,778.462924501,818.598451743,747.755706029,691.884973741,3255.2383201,2662.35337627,1142.22714258,1743.83827042,1701.78633528,1651.63294175,2033.62760174,878.285234264,999.717089787,1109.57502932,1310.87547246
C40, 34.4022512063384,-1.09083946226586,3075.61337051,1968.79714517,1218.61214647,968.122439404,1902.36157364,763.598366258,791.103209628,757.01434121,733.090389651,3138.60684884,2550.45721343,1230.60714861,1810.56753732,1699.49933821,1758.57683941,1978.08414616,837.898541668,904.806125851,1185.56878491,1206.66920644
C41, 34.4015722721815,-1.09202813571287,2950.05273692,1816.69438043,1078.00097944,822.140755111,1942.90276192,757.486552285,767.209221022,782.042747181,797.376311713,2990.82777093,2412.01817801,1358.90440501,1893.22405149,1694.9589936,1892.94115277,1902.33523637,794.962341296,782.161745843,1283.37156756,1069.37002047
C42, 34.4007592275739,-1.09228993879753,2855.85843196,1745.2366829,1043.66612014,779.474487422,1905.02753455,701.658175894,702.166557457,743.137158826,782.553495042,2939.65039128,2377.63687717,1452.04104278,1883.06566285,1633.50975427,1928.49556948,1813.21632526,720.730210095,687.339924961,1287.24344588,978.018673749
C43, 34.4001460075378,-1.0921380863069,2801.76154976,1727.16511148,1061.64717121,792.477285802,1848.69332126,638.869894329,635.643923035,688.62444547,742.074600542,2940.40158048,2392.74775275,1504.45676545,1842.18535016,1567.34074786,1919.41942499,1744.3350383,651.478206891,631.160422658,1256.56775387,932.825795805
C44, 34.4002214446664,-1.09148139962005,2842.16601258,1795.91186654,1134.24061659,865.631229245,1797.77719145,599.340074652,605.75388956,635.669657217,676.56449917,3013.50088199,2465.87180487,1465.20205758,1777.22383629,1534.93282443,1845.9301545,1751.16308378,633.324053927,672.382532895,1186.51618661,985.497221624
C45, 34.4012011215091,-1.08933132796403,3053.2382433,2058.43483782,1374.10215832,1111.84137552,1703.17389619,603.722849739,647.893153706,572.011526753,530.17247225,3270.91026002,2708.57011338,1278.54666716,1607.28287504,1525.3809404,1596.43188839,1875.28977125,713.974307861,899.675507491,986.434736311,1228.978385
C46, 34.4005141407251,-1.08977314200309,2962.50202199,1980.89186023,1323.42243735,1056.61826985,1680.84296647,541.713067268,577.183583919,530.598883756,522.076746855,3206.0097032,2656.44428259,1366.07992112,1616.26056079,1474.36472235,1653.36607068,1793.71415244,636.051417597,809.652474946,1009.42253429,1140.72522478
C47*, 34.4001936167479,-1.08999471942923,2919.30161671,1943.54403099,1299.55474973,1030.85954076,1673.24413252,516.333571451,546.584168323,516.705555015,525.184723067,3174.48287087,2631.1258294,1407.60155152,1623.74125247,1452.64414385,1682.64727183,1755.80192968,601.008288937,766.585237401,1024.40400036,1098.42732821
C48*, 34.3997047841549,-1.08958408046472,2896.21900123,1963.66660419,1348.13651228,1077.10628387,1602.65904885,449.645177266,485.088517238,445.740224572,460.023360331,3208.7098305,2676.66444923,1446.08732996,1560.25340023,1383.89376197,1646.533573,1706.72496045,546.396143034,758.84313516,968.402491089,1097.53206297
C49, 34.398899115622,-1.09131379196898,2721.55407002,1751.70624555,1167.6001084,893.351624225,1691.18202952,475.11071003,469.45982675,537.242996099,618.415793568,3003.59176639,2486.71809403,1593.12538502,1710.02953494,1401.16183125,1852.73951775,1604.25353227,488.321309856,561.957497895,1147.30836682,893.070902102
C50*, 34.3994197994471,-1.09199629026568,2736.70820032,1705.42029001,1084.23446034,811.253312456,1786.62852486,569.820369512,560.567558626,631.777317471,704.363922867,2939.30757098,2408.93723202,1570.12125952,1800.13145148,1491.89270969,1916.12021635,1663.05056448,571.609235751,566.575920174,1228.66161862,880.728346743
C51, 34.3992182984948,-1.09236133963484,2698.34778269,1659.16457372,1047.02256694,773.196084042,1806.0081321,585.25727009,568.832974125,656.913889708,739.369646418,2895.21960605,2368.96280856,1607.84517801,1831.79036456,1497.65870963,1960.03762674,1642.5975519,571.032834615,527.54736661,1266.51887349,837.142441963
C52, 34.3988793343306,-1.09227988234144,2668.85248775,1651.92283996,1062.14351123,787.556832519,1776.8299344,554.786821851,534.906332423,632.658109083,724.21894101,2897.36214446,2379.50893426,1637.91151795,1812.12001002,1462.17083892,1958.32713079,1604.45208089,534.087394562,498.76637439,1254.2609077,815.052676069
C53, 34.3975150957704,-1.09122361904885,2593.47106902,1708.90645111,1211.84866953,937.608338208,1594.73761726,373.011457991,344.533861611,472.747215526,601.615113689,2991.61756342,2508.28335664,1733.62864539,1660.30663716,1270.34405173,1881.51654097,1450.55468285,343.911994218,461.659455084,1135.33531756,806.262631482
C54, 34.3980461731553,-1.09137446593974,2635.78951179,1711.62992085,1180.1601535,905.287591261,1641.36153686,418.822891692,398.541751322,505.024178286,616.400587247,2982.47503819,2486.02375038,1683.96369231,1690.40179651,1327.59450963,1881.50952909,1509.36909512,404.053739764,487.529540158,1150.40155537,827.008096605
C55, 34.3976300954819,-1.09076403880795,2631.0401772,1761.49824192,1257.51256057,982.877170504,1559.22173524,336.699277012,319.319873593,426.389726652,549.696267516,3043.87197436,2557.81546314,1705.06282743,1613.38922191,1250.32316906,1828.90113484,1465.20478555,334.799981406,510.456076115,1083.65333789,856.091664023
C56, 34.3968210741878,-1.09232178424161,2465.24764929,1569.76691946,1121.90295991,851.57629121,1660.6291802,459.521042933,405.110175693,583.82753474,732.736239758,2862.00597297,2396.6753526,1849.32094318,1765.61796873,1291.47014552,2021.08462826,1376.35192551,363.783424483,318.043121747,1263.45650392,661.862341379
C57, 34.3965149670839,-1.09294897181361,2401.66106207,1493.40460427,1071.57501199,804.980693739,1707.02989529,521.87551397,459.557242552,652.968807985,807.600376616,2789.47574808,2332.91165398,1907.96375701,1829.51101531,1317.35544612,2097.93612665,1349.08873621,403.525980422,243.336153141,1336.78253171,585.083843534
C58, 34.3968532606959,-1.09302540086207,2430.79625702,1495.76277053,1048.35795442,779.708576095,1731.52762768,536.678752555,479.215091889,662.147890575,809.353370341,2784.48518339,2318.73904838,1877.14050057,1843.43285779,1349.35975399,2094.61889776,1387.45769507,429.834531409,265.409959263,1340.87729373,600.689287708
D1, 34.3905537575483,-1.09223027049087,1897.04304551,1541.69880245,1533.57492957,1314.31226229,1454.40611283,735.005589351,647.727054028,881.280945141,1088.40176693,2890.49213672,2598.91975904,2505.14342527,1780.73002547,915.473262357,2323.05942073,681.554154573,545.814780174,555.592741213,1500.2423106,648.858018446
D2, 34.3902499973774,-1.09231742644402,1865.05932503,1538.32096519,1551.8423021,1335.97528305,1462.36044396,768.019144894,681.231381601,913.356219883,1120.38984213,2886.07304429,2603.76563753,2540.27695229,1798.23608756,916.880517273,2350.30295928,649.381421248,579.92762629,581.651855807,1527.28013279,658.450520529
D3, 34.3900387734175,-1.09249475527936,1834.39803153,1523.75087837,1556.34082482,1344.0608903,1481.33741352,798.593417953,711.679682134,944.018946414,1151.05320339,2870.45256504,2595.63782525,2568.31988382,1823.24961946,931.389884688,2379.95142401,629.405278094,610.095267425,595.280879317,1556.88406113,655.587834391
D4, 34.3896810337901,-1.09284103254011,1779.14067876,1495.22306542,1562.08353891,1356.52722918,1519.46057199,853.402816645,766.143553871,999.220183589,1206.28078439,2839.53322117,2578.05704156,2617.42641779,1870.91373248,962.759761595,2434.37862231,598.917103149,663.91931015,619.579601664,1611.27520713,650.124402596
D5, 34.389419183135,-1.09263722172739,1772.14633094,1524.40826898,1598.9698881,1393.21444714,1497.19196322,864.192883518,778.307640587,1007.66257038,1214.39344759,2867.25959037,2611.27644346,2638.88342281,1857.3449617,936.533245217,2433.13388644,565.197104181,677.998696855,654.298908184,1610.08468884,686.343633194
D6, 34.3892931193113,-1.09227083153092,1789.26393824,1567.38130389,1635.63586562,1426.91612609,1456.86494007,854.10296676,770.074757846,994.568378588,1200.65401245,2909.93909753,2653.99701211,2641.31924974,1822.58999817,894.496218142,2408.92031112,543.462069678,672.432211788,681.483933828,1586.19922135,726.348885939
D7*, 34.3890051171184,-1.09221686188246,1770.14712544,1581.70092846,1664.16893111,1457.0853531,1452.29736945,878.677242886,795.639253892,1017.42188297,1223.01133046,2922.19342715,2673.72201375,2670.66332382,1826.86102975,885.716061707,2423.69609717,510.894143311,699.301895367,713.494528364,1601.44044015,751.858467813
D8, 34.3887429311871,-1.0922212196802,1748.91302317,1589.51509577,1686.55798698,1481.48588392,1454.69446922,904.342368123,821.940610824,1041.93146401,1247.13588151,2927.80865467,2686.61823018,2698.95683035,1836.84962962,884.641039868,2442.10233394,482.234273521,726.395496839,740.602175518,1620.32552804,771.205725617
D9, 34.3880381807685,-1.09235128317899,1683.50610598,1600.56041664,1739.85480447,1541.28364357,1477.0500488,980.279854667,898.933820819,1115.78739849,1320.17422278,2931.50369254,2711.02113348,2778.40663562,1877.92050175,899.652199532,2502.71081304,408.483045109,804.569239088,810.148446692,1682.37604595,817.212794262
D10, 34.3878219276667,-1.09252157249361,1653.19294737,1591.17468954,1748.12924323,1552.93776845,1499.04970472,1010.35069537,928.715565223,1146.19829614,1350.66739558,2919.02891824,2706.33551912,2806.49224646,1904.44367104,920.070228337,2532.6408954,390.397966369,833.854324618,827.838877287,1712.50194433,822.984485962
D11, 34.3878802657127,-1.09201472710357,1698.70123854,1641.7254616,1776.3610725,1575.34313013,1442.34154279,979.547173953,900.198352661,1111.81129676,1314.93310821,2972.0587577,2752.26041337,2786.1912572,1849.84306697,863.385195218,2485.3894202,383.85602465,808.576263021,838.615102082,1666.44759514,855.439956838
D12, 34.3878648430109,-1.09157626554641,1733.737824,1688.19996636,1807.60294117,1602.28982397,1394.35784348,961.594362243,884.660979567,1090.08359829,1291.60091196,3019.788353,2795.80685466,2776.58748425,1805.58792355,814.903526952,2449.66665697,377.588755459,796.4314264,857.648787102,1632.23714898,890.632705834
D13, 34.388087131083,-1.09165939893525,1743.37105222,1671.37179199,1782.51277363,1576.46543103,1400.05708788,942.395712593,864.495448284,1072.54801201,1274.85445826,3004.97368598,2775.91975951,2754.59390108,1804.54368006,822.542692836,2440.42658659,402.656037148,775.032391905,831.279424859,1621.87241591,866.740437113
D14, 34.3883094191551,-1.09135033043771,1785.42626202,1696.30843918,1785.18823933,1574.61111694,1362.90317575,906.346618278,829.770910701,1034.64072575,1236.22092192,3032.82368109,2794.77036726,2722.83996932,1763.3868502,787.346870418,2398.26072412,427.071525714,742.333692474,822.647345357,1579.91368334,875.274017623
D15, 34.3881508335471,-1.09085052437287,1815.47938292,1754.61386506,1834.69506278,1620.69642763,1309.96849682,903.771494924,830.830971075,1026.38815384,1225.26540431,3090.93143087,2852.23442283,2728.5501206,1718.89120009,732.36640281,2368.23675314,415.06538769,748.431965111,863.460414371,1552.49548374,928.962141144
D16, 34.389223381877,-1.09118138191804,1868.61608601,1686.59823769,1721.30372394,1502.59379407,1336.10377715,805.352970071,727.614861897,936.233105905,1139.19965501,3030.32512733,2766.37321698,2619.58155395,1710.06465116,773.226809655,2318.53960925,529.463660715,639.207886961,741.386043535,1497.67623701,827.115606245
D17*, 34.3899733945727,-1.09011539699184,2011.8936323,1784.58400524,1746.26874972,1513.62282477,1216.6682325,685.876534044,614.819923782,808.095404946,1007.83791219,3132.71610898,2840.48581319,2514.10925639,1571.26794644,671.633346479,2174.00974552,630.23981784,537.319212601,742.796491912,1353.61963924,886.630126548
D18, 34.3897088617086,-1.08833406159071,2141.2722539,1984.70414433,1915.27217798,1673.34677762,1018.30090821,684.925224077,634.97429984,776.1789921,958.843032167,3332.95486116,3034.84314283,2515.06077354,1394.24052653,473.040495896,2045.23583173,679.120099166,586.876327366,904.888628213,1234.9489639,1078.99780536
D19, 34.3899988755584,-1.08798342600765,2191.86472832,2017.61886244,1925.71426436,1680.25458761,979.75690184,653.622483185,608.777027871,738.160368664,917.100008683,3366.66993162,3059.30539669,2479.24068476,1346.30042614,447.363497958,1994.77252687,727.01839602,568.199168876,914.96100788,1185.04580047,1103.18691486
D20, 34.3895717337728,-1.08636366339729,2306.25566355,2203.10029759,2098.44370261,1848.2370078,799.398695098,732.525069462,708.401100979,782.763866768,934.700519152,3551.80980823,3244.50600944,2517.32512558,1199.29344203,264.107008079,1904.14854143,802.94786847,692.170026786,1089.27683926,1116.12814443,1288.60181223
D19, 34.3899988755584,-1.08798342600765,2191.86472832,2017.61886244,1925.71426436,1680.25458761,979.75690184,653.622483185,608.777027871,738.160368664,917.100008683,3366.66993162,3059.30539669,2479.24068476,1346.30042614,447.363497958,1994.77252687,727.01839602,568.199168876,914.96100788,1185.04580047,1103.18691486
D20, 34.3895717337728,-1.08636366339729,2306.25566355,2203.10029759,2098.44370261,1848.2370078,799.398695098,732.525069462,708.401100979,782.763866768,934.700519152,3551.80980823,3244.50600944,2517.32512558,1199.29344203,264.107008079,1904.14854143,802.94786847,692.170026786,1089.27683926,1116.12814443,1288.60181223
D21, 34.3909664824605,-1.09476818376789,1766.85340962,1255.80965279,1318.45234864,1127.28568759,1739.16004579,902.435736342,810.180279258,1058.47504748,1261.88201748,2604.61360066,2322.97290547,2554.74999544,2047.60103001,1200.3495733,2537.16517792,809.770772255,701.279172037,448.605485059,1720.09565349,395.839902897
D22*, 34.3911418318748,-1.09561828869934,1735.2277174,1159.33741527,1249.2641301,1070.59620437,1834.96981885,968.721959823,876.567054481,1125.63400709,1326.34835273,2508.26311444,2229.2981806,2574.49717674,2137.42028039,1296.8203517,2609.97577843,873.173825725,768.063555711,445.266629003,1796.12342372,320.184872414
D23, 34.3908481299877,-1.09585964336777,1693.63773625,1139.07137532,1262.9389577,1091.28754939,1859.24695971,1009.06388828,916.851055239,1165.8779445,1367.08261182,2486.63698596,2219.78979508,2615.36359637,2169.37942536,1315.94019532,2649.23659864,860.528185093,808.216673842,484.309411145,1834.46532821,334.112199866
D24, 34.3912343680859,-1.09617742698489,1714.81627469,1096.32073286,1207.9914607,1038.91584749,1897.80101005,1016.25004033,924.397042693,1173.32433196,1372.18303026,2445.2578301,2168.94563021,2591.64571529,2197.19345243,1359.69589671,2659.8711455,915.944007333,816.467906004,456.693115578,1848.21423093,279.85428836
D25, 34.3907391652465,-1.09596423038473,1677.40763768,1130.22805311,1267.49432486,1098.71860526,1870.08657553,1025.46009735,933.234071763,1182.24241878,1383.58041926,2477.09850348,2214.97103881,2631.23952018,2182.97119829,1324.94835006,2665.28708067,857.29271213,824.567737821,499.462340009,1850.2351557,339.75550363
D26, 34.3905088305473,-1.09587305195989,1660.01883776,1145.86234909,1294.7420991,1126.24214428,1858.60096879,1031.62887746,939.346409851,1188.13007029,1390.44404599,2491.38651432,2235.81821919,2650.28356135,2177.75833103,1310.28141038,2669.03257957,830.597444901,830.512266901,520.766867881,1852.62677113,367.24680081
D27, 34.3903358280659,-1.09581070200603,1646.79765832,1157.23656673,1314.87738579,1146.6868199,1850.87851003,1037.26833072,944.988207821,1193.50620765,1396.4762922,2501.59286445,2250.96976891,2664.9638288,2174.73234749,1300.21326586,2672.61880073,810.989326289,836.09575632,537.322990663,1855.29422513,387.614963116
D28, 34.3905011191964,-1.09607686255275,1648.18653603,1124.0488133,1284.35063722,1119.6708852,1881.20036235,1050.69554761,958.429990547,1207.33411246,1409.21177437,2469.21505777,2216.20530094,2660.51713807,2200.16828455,1332.4538208,2689.16168504,843.457925512,849.658449802,528.55711417,1873.23184055,359.083434275
D29*, 34.3907441943884,-1.09631452982195,1659.43871058,1092.09523206,1247.94506082,1085.79661872,1909.00254733,1057.75097914,965.619584518,1214.69085717,1415.16314623,2438.58345591,2180.19025835,2647.35266845,2221.20333191,1363.29855452,2699.11222797,880.98538909,857.156891097,512.774206852,1885.03406221,324.562638764
D30, 34.3897128850222,-1.09590556779553,1581.82478715,1166.32948006,1370.477336,1208.86408016,1860.21189871,1087.96397186,995.837417587,1243.3623801,1447.72367496,2504.61124918,2275.33183468,2732.54355127,2199.94732628,1301.33247809,2717.06469114,763.187412114,887.02126295,606.941462116,1897.60033434,447.812437155
D31, 34.3903985247016,-1.0966175639432,1609.7953914,1068.71671533,1266.52382597,1113.11076803,1940.79472043,1106.9331547,1014.73790436,1263.78128382,1464.76325638,2412.09567066,2168.89432001,2696.61390899,2261.36346443,1389.90171072,2747.18217926,872.583052945,906.137809664,561.507977961,1932.13824149,352.72960233
D32, 34.3899857997894,-1.09695613079017,1551.8112407,1045.8551544,1292.05646908,1148.43001318,1977.22873311,1163.73396866,1071.48532576,1320.44332316,1522.01377939,2384.05146763,2159.13954808,2754.37612848,2307.35082164,1420.85236549,2802.46776208,864.577180987,962.758092669,619.062334536,1986.33354696,392.695836107
D33, 34.3924631550908,-1.09667052786832,1814.48212571,1026.54582918,1062.64141713,891.886443214,1968.81918979,1004.83360059,915.402022407,1160.63072873,1351.42297434,2374.93040506,2061.49510996,2495.00459855,2235.05655944,1449.22596286,2648.61184881,1059.92007768,811.489804137,369.065388037,1847.83040478,133.308014967
D34, 34.3926374986768,-1.09684316344053,1824.65451909,1006.57268882,1036.0954002,867.41908577,1990.84049241,1015.62166317,926.808243516,1170.91265058,1360.02196241,2354.14626251,2036.16371884,2487.20334597,2252.54000089,1473.51204148,2658.08959791,1086.64748653,823.859412068,367.714962617,1859.51836806,107.191338397
D35, 34.3926569446921,-1.0964851541263,1842.53742014,1046.29845136,1055.47418561,878.564514964,1951.92869291,977.697126979,888.579272008,1133.25721202,1323.33064292,2393.65080407,2071.93158958,2466.26744181,2212.68622741,1436.50194047,2620.91121074,1067.14273029,785.200595423,339.306025617,1821.20213164,128.046739492
D36, 34.393021389842,-1.0955331441311,1924.41271877,1151.78321421,1085.09348383,885.160365174,1855.19209034,864.354017809,775.25105901,1019.9629528,1210.55874773,2496.42700389,2155.16625139,2381.72305961,2104.14659229,1351.57513548,2507.78267683,1052.35391562,672.07793197,246.420641965,1707.90324635,199.909302336
D37*, 34.3924534320831,-1.09533402650934,1878.38232684,1175.04333425,1148.31840789,951.367810486,1821.94888661,869.458609555,778.697183383,1026.19426185,1221.28226991,2523.07516091,2198.85751774,2428.91593506,2087.18638586,1308.2707549,2514.80409256,985.842362101,672.744042411,296.51731328,1709.07961929,244.439699001
D38, 34.3922147154808,-1.09511580162586,1866.61747614,1200.73767394,1184.16836564,986.132548914,1793.75027403,859.914326411,768.527836023,1016.92613291,1214.1059194,2549.61212996,2231.38008956,2442.78885898,2065.78984663,1276.5303717,2504.92951186,951.442803305,661.493256626,315.960039238,1696.53350354,278.686095037
D39, 34.3921141326427,-1.09590556779553,1815.68325996,1113.97360056,1141.43056973,958.522278312,1878.96270448,943.124805883,852.237183288,1099.9166786,1295.18272745,2463.31017434,2154.97647644,2490.49441049,2154.30568002,1356.39255625,2588.47842145,982.307626411,746.008540701,355.189475059,1782.06457839,216.192260819
D40*, 34.3916594982147,-1.09555392745114,1789.06005202,1157.99832877,1205.21822527,1020.43725274,1833.6700608,932.544856599,840.754118303,1089.62317391,1288.29664672,2507.78142753,2211.29179026,2519.22339814,2121.74898683,1304.42140504,2576.51093621,919.009137973,732.959818167,388.054081214,1765.63674558,279.764563025
