house_code,long,lat,Bondo A Well - EWB Hope College,Bondo Concrete Water Tank,Bondo Kokumu Well,Bondo Water Kiosk,Hand dug deep well,Kandwat,Kapaul,Kibuon (spring),Koyanda,Lela B Well - EWB Oregon State / SF Professional,Lela C,Munyu River,New source,Nyamilo water project well,Ogwedhi,Ogwedhi Water Project,Old hand dug well,Riamanyama,Wadhanyim,Wiyao Water Point
B19, 34.4000424072146,-1.08056308256479,3553.80237989,2925.38043053,2348.33168584,2079.49407624,1156.5507501,977.437389557,1069.01532807,820.439235338,629.83018037,4204.07796109,3679.70445641,1482.43655466,776.076613421,1353.31631333,669.56515446,2114.11558389,1176.91450615,1650.59707343,224.697620162,1994.32365576
B20, 34.4005547091365,-1.08109004286294,3553.26122662,2885.24122504,2288.90650993,2021.66339768,1221.85310261,956.077144339,1048.26597808,799.255499652,600.874424014,4155.19869053,3621.81259208,1406.83010747,856.248882293,1391.6371919,705.13798839,2128.65608313,1156.9407108,1616.53010617,275.691079182,1961.92723905
B21, 34.4008091837168,-1.08120435166874,3564.9453846,2881.57423172,2276.30045957,2009.93981715,1251.94865164,961.320264562,1053.5952198,804.906338803,604.082945443,4147.45318828,3609.78901485,1375.82287181,886.713032989,1415.90295075,709.700728348,2145.68519822,1162.42275924,1615.90222866,304.524934825,1961.82274531
B22, 34.4008162245154,-1.08181109335173,3519.46820057,2817.62308989,2208.84540477,1942.5680388,1266.60339424,907.239381281,999.494680557,751.698510741,548.21179778,4081.15310506,3542.37208605,1350.30264234,927.509188973,1401.95372144,775.025304054,2111.22258415,1108.39637792,1554.63043309,316.858036099,1900.94764712
B23, 34.4010706990957,-1.08249392901228,3489.65526617,2754.74207348,2133.41899886,1868.21256503,1313.41668862,866.714161406,958.530122447,713.701188871,507.113517011,4011.58416259,3467.42630647,1298.94427971,997.600227187,1417.14692501,843.689467847,2098.44498679,1067.17871846,1498.47266625,370.695579302,1845.32266795
B24, 34.4011997804046,-1.08131363222391,3588.32568396,2883.55995029,2264.99838692,2000.09341372,1296.85838186,977.081764667,1069.33595791,821.527709577,618.006740578,4143.22212354,3599.1288026,1331.10111112,929.418708293,1455.2932301,712.026586115,2176.23650924,1178.23761484,1622.75345051,348.764650388,1969.2410173
B25, 34.4011397659779,-1.08101730089338,3605.94601592,2912.70858415,2297.75326502,2032.57122199,1284.63902815,999.553962633,1091.83971077,843.45252737,641.379258673,4174.41096021,3631.79284262,1350.45517912,905.807621587,1456.62688163,681.043497819,2187.87060091,1200.71729962,1649.86297309,340.652814787,1996.12444191
B26, 34.4013372436166,-1.08080510887084,3638.10564478,2942.02807299,2322.00475884,2057.52982686,1302.82876582,1031.54683515,1123.83126469,875.513781274,673.185718105,4201.61295303,3656.26647534,1340.49552533,912.244903375,1483.85586925,653.628965249,2219.02356585,1232.71590012,1680.46221192,363.456405197,2026.83944278
B27, 34.4016638025641,-1.08031267582619,3702.11481488,3005.53305298,2378.24608372,2114.91911578,1332.48843554,1097.18371481,1189.4691927,941.088272996,738.883267053,4262.20011524,3712.71486492,1332.99247285,918.170590057,1533.75188641,593.740205235,2279.13838661,1298.34893281,1745.42742061,406.77819115,2091.90278687
B28, 34.4008846208453,-1.08042195641344,3631.31317867,2967.05862078,2363.38963685,2097.21783959,1247.57080364,1038.40000174,1130.54636459,881.492015688,683.660328863,4234.59884576,3696.99352041,1404.38153459,847.353778335,1447.34298904,623.521434851,2200.17861201,1239.15565517,1699.20643924,319.489395246,2044.68603801
B29, 34.4030159711838,-1.08027379070829,3815.37311144,3061.46080538,2394.69376819,2137.17460874,1481.84478642,1194.89915186,1286.72936536,1041.54652383,835.221262767,4297.55043294,3728.00212158,1205.15239287,1053.35449359,1679.45029058,587.559228982,2408.84402927,1395.37261168,1818.16733518,555.615427952,2165.10982579
B30, 34.4031970202923,-1.08079170021173,3792.17515155,3015.51698331,2339.86746555,2083.57252046,1507.6777169,1166.48763168,1257.82674914,1015.00309302,807.931111525,4246.04658449,3672.62317096,1158.21517414,1094.92385857,1684.71971164,647.222244782,2397.03915138,1366.07778092,1778.44471477,569.975550712,2125.1782008
B31, 34.4034343957901,-1.08076052507907,3814.34620791,3028.80769985,2346.69744872,2091.56970153,1533.48116095,1187.51288799,1278.66630617,1036.64583333,829.495570033,4255.59104269,3678.80020059,1137.23228283,1117.50015793,1711.20287105,647.917043254,2421.69954457,1386.75887114,1795.07460859,596.502076783,2141.64993099
B32 - CBO, 34.4050266221166,-1.07958357978301,4033.84715009,3219.81177743,2505.08465781,2257.14386568,1700.94882217,1405.64339224,1496.43883877,1255.73205515,1048.56737855,4426.90157689,3831.27277553,1071.97512745,1240.44192865,1915.38345023,584.616124131,2640.33265237,1604.19519382,2000.87437073,789.302480082,2346.55195039
B33, 34.4052398577332,-1.07918232547224,4080.96341794,3270.2544954,2553.52681361,2306.23988531,1724.05256114,1453.66596718,1544.62944748,1303.19291276,1096.02902415,4476.24915526,3878.95846347,1085.17190284,1252.5544325,1950.67781267,559.379726757,2683.32979667,1652.53057083,2051.13810005,822.514320614,2396.88033036
B34, 34.4047433137894,-1.07939217109165,4024.02917304,3226.20531142,2520.01995746,2270.34730673,1669.021632,1398.00100463,1489.19195388,1246.83453328,1039.7303596,4439.12617635,3847.78364799,1109.65126031,1204.51989838,1891.09002444,550.723335287,2623.95175569,1597.29744267,2001.34814431,763.284898042,2347.49842653
B35, 34.4037525728345,-1.0786449731252,3998.26992388,3260.00227606,2584.55693253,2329.34790397,1559.82262592,1385.89728527,1478.02537912,1231.10057823,1026.15126658,4492.5663345,3916.48524884,1247.23562971,1078.21247026,1812.82122464,429.433994483,2575.05428482,1586.87316067,2016.24304606,684.529560231,2363.21263302
B36, 34.4034263491631,-1.07873447598684,3965.05206909,3237.50055915,2570.02065995,2313.39953488,1523.22780582,1355.42831068,1447.62938292,1200.2041417,995.892176382,4474.58685637,3902.77957572,1268.43319393,1044.90807063,1775.34959224,427.770108637,2539.3748125,1556.5156383,1990.19571234,647.255483263,2337.1639624
B37*, 34.4028577208519,-1.0785323403068,3935.05400769,3236.36242449,2585.44696624,2326.2722529,1460.97379243,1335.39552776,1427.68100642,1179.15458394,977.227966481,4482.75827773,3919.32732355,1331.65182687,978.312408513,1724.38502714,393.211387072,2500.03063678,1536.54558155,1981.35645652,599.748174396,2328.08880225
B38, 34.4022917747498,-1.07867313132915,3879.23074498,3200.63022013,2564.50223392,2303.11721698,1397.41929229,1286.74503683,1378.97526798,1130.03689622,930.203581209,4454.5901276,3898.92570612,1371.97822869,920.645853102,1660.16210857,405.858937894,2439.68256391,1487.70960216,1940.17880514,536.944385709,2286.51072594
B39, 34.4031075015664,-1.07905762487364,3914.60701822,3191.26599205,2530.2197328,2272.38493588,1487.04587499,1305.27089814,1397.48762824,1149.94843989,945.816362463,4431.67871713,3863.59458773,1273.79715427,1019.21335671,1729.77351407,455.128119106,2489.9299186,1506.38026842,1941.85491516,600.816846503,2288.79970473
B40*, 34.403574205935,-1.07924333490302,3938.43472678,3190.85319699,2515.97308936,2260.3710315,1538.89129513,1322.08484252,1414.09058256,1167.91320345,962.256220304,4423.24729993,3848.19976206,1220.1241191,1074.71941916,1772.12171204,486.686534261,2522.07488906,1522.85910306,1948.46081263,642.72778016,2295.40760808
B41, 34.4040834903717,-1.08212284455603,3772.98400849,2919.56497039,2208.15784303,1957.98009718,1628.78627654,1142.68259716,1231.10566642,1000.0193036,795.726376483,4126.86512605,3536.99420042,1001.84163352,1250.03763418,1754.58545131,810.963016587,2415.80651057,1336.75817344,1709.45799918,678.909563754,2053.81218698
B42, 34.4036204740405,-1.08225659586934,3723.50031181,2884.51044734,2185.03243959,1932.29060405,1581.55064351,1092.77131344,1181.63724979,948.999093769,744.12637285,4099.2970791,3515.81918917,1042.46263502,1212.90774508,1701.58168095,815.36306282,2362.95806644,1287.71751087,1667.35470766,631.383025325,2012.42405539
B43*, 34.4032154604793,-1.08240308539621,3678.24184078,2851.31475678,2162.43872321,1907.54479517,1541.33295217,1047.35292953,1136.56010687,902.72104743,697.436704641,4072.42467435,3494.60351605,1077.69761792,1183.2349193,1654.83346321,825.32101599,2315.32690939,1242.96793474,1628.3627377,591.499471798,1973.954701
B44, 34.401383176446,-1.08317676451907,3466.41376767,2695.07418515,2058.67880032,1794.95410136,1369.5389986,836.838314684,927.502434132,688.236546048,481.441765508,3943.72272016,3393.06812149,1244.49112661,1073.98298959,1443.18126601,913.554169685,2094.52178502,1035.24716308,1447.83107863,438.478081444,1794.77445319
B45, 34.4017435982823,-1.08369702004002,3460.52842385,2655.46870351,2003.01105112,1741.17188374,1426.83558691,829.734983563,918.738746334,686.491935621,482.763221771,3895.26653516,3337.51373265,1191.95237181,1142.71615161,1479.49050716,967.102963475,2106.15834454,1025.07659834,1418.49247244,504.300361712,1764.96914055
B45, 34.4017435982823,-1.08369702004002,3460.52842385,2655.46870351,2003.01105112,1741.17188374,1426.83558691,829.734983563,918.738746334,686.491935621,482.763221771,3895.26653516,3337.51373265,1191.95237181,1142.71615161,1479.49050716,967.102963475,2106.15834454,1025.07659834,1418.49247244,504.300361712,1764.96914055
B46, 34.4021167606115,-1.08329811278646,3520.68301056,2712.09900533,2050.26121349,1790.11530513,1451.12102791,889.798582088,979.02024453,745.631852536,541.004757262,3947.48364338,3384.5596457,1162.20213778,1144.11523814,1523.44517478,920.496838624,2162.3267858,1085.51311075,1478.1270979,515.287062853,1824.45737817
B47, 34.4042393937707,-1.0824074432081,3767.0091995,2898.42922117,2180.15213494,1931.28906085,1652.35935368,1138.07131517,1225.65659643,997.700464723,794.965889971,4100.93341008,3507.96947085,972.773854415,1280.72620941,1767.77004232,845.800084265,2418.0969328,1330.53378081,1694.49404656,702.192189586,2038.05074901
B48, 34.404274597764,-1.08281271968775,3742.56033384,2859.6213554,2136.62745206,1888.55129138,1666.53658193,1116.01040204,1202.57220786,978.42880945,777.921541384,4058.58956415,3463.88697423,951.456171375,1307.16550655,1766.95306957,890.508508905,2403.24111059,1306.50538993,1661.31943464,717.1481886,2004.0305912
B48, 34.404274597764,-1.08281271968775,3742.56033384,2859.6213554,2136.62745206,1888.55129138,1666.53658193,1116.01040204,1202.57220786,978.42880945,777.921541384,4058.58956415,3463.88697423,951.456171375,1307.16550655,1766.95306957,890.508508905,2403.24111059,1306.50538993,1661.31943464,717.1481886,2004.0305912
B49, 34.4042598456144,-1.08346505045022,3697.64452918,2793.97190808,2065.14832043,1817.95621671,1684.03228169,1076.64207752,1161.3863985,943.923415324,747.946901018,3988.37034654,3391.85112063,928.33894519,1345.2486798,1760.13999544,960.840538146,2373.5786214,1263.63964321,1604.04602486,738.974616756,1945.33902255
B50, 34.4037995114922,-1.0836547828039,3643.98377509,2752.29735427,2034.91807182,1784.95016587,1641.29122076,1021.79292004,1106.81555284,888.636892714,692.620853224,3954.22039913,3363.98883884,971.295718318,1315.65779264,1708.05440291,972.003771363,2318.2241093,1209.38597483,1555.22010976,700.147633678,1897.4387232
B50, 34.4037995114922,-1.0836547828039,3643.98377509,2752.29735427,2034.91807182,1784.95016587,1641.29122076,1021.79292004,1106.81555284,888.636892714,692.620853224,3954.22039913,3363.98883884,971.295718318,1315.65779264,1708.05440291,972.003771363,2318.2241093,1209.38597483,1555.22010976,700.147633678,1897.4387232
B51, 34.404049962759,-1.08373925727556,3660.76426884,2756.24382344,2030.73432336,1782.5512085,1670.6726349,1041.30461911,1125.56295891,910.005303554,715.666230529,3952.65385972,3358.38932414,941.951160355,1343.68906583,1735.53091632,986.055066668,2340.58990093,1227.39416373,1565.68997601,729.378363995,1906.94614272
B52, 34.4042367115617,-1.08422196849701,3646.09872797,2717.9274551,1982.17065517,1736.06594453,1707.34346063,1034.86619815,1117.01633584,908.889896246,720.150081031,3906.81207654,3308.19663584,908.719792277,1392.34084895,1755.29387579,1042.69980634,2340.88038429,1216.85698565,1538.75959071,771.517849444,1878.02684131
B53, 34.404208548367,-1.08503386178058,3591.87384785,2636.73401858,1893.20794831,1648.38283917,1736.1985136,995.69269823,1074.39415363,878.400280021,700.064124863,3819.35123512,3218.44271894,896.402837382,1446.31778552,1754.20677572,1130.82144625,2308.35422524,1171.00469318,1470.6108601,814.384257894,1807.15538897
B54, 34.4045079499483,-1.08539153724141,3597.30266893,2618.03180022,1861.82756326,1620.10297547,1782.14042737,1013.37123543,1089.71288349,901.494633173,729.350290174,3791.02460199,3184.30941162,859.26657281,1497.42805388,1789.78301986,1176.14157335,2328.15484755,1184.0081296,1466.1700564,864.133451279,1799.87242279
B55*, 34.4041321054101,-1.08584374355074,3534.75397217,2553.72587765,1803.4253264,1559.64714932,1764.23431267,958.338216945,1032.92152999,851.133475637,685.923158957,3730.67615982,3128.13070318,898.469206918,1499.70361812,1752.4043451,1218.18933596,2273.84757136,1125.65662531,1401.22396371,860.248298201,1734.59276078
B56, 34.4046434015036,-1.08614879002217,3564.24036791,2552.70892487,1783.77930986,1545.05048722,1830.0819565,1004.3380089,1076.2254705,902.776378246,743.601649474,3715.31503276,3103.75972536,841.566947825,1564.47872603,1812.56647537,1261.6591595,2319.65434354,1166.20025198,1420.50551781,925.893337103,1749.67494062
B57, 34.4048583135009,-1.0870317485362,3533.3635434,2481.47761575,1695.44381812,1461.3004042,1894.95795392,1009.22825876,1075.1656253,920.763376768,778.184443182,3629.61913716,3011.34008255,825.357883683,1649.34563015,1850.03969233,1362.62901429,2319.88859769,1159.24043152,1377.12265198,1007.06206158,1699.42220178
B58, 34.404811039567,-1.0887038044224,3437.54145428,2323.48823809,1516.14922579,1287.8619342,1983.07535429,995.08020889,1048.43291425,933.19379679,825.668018469,3452.29560788,2827.74675901,875.530420315,1780.94955531,1884.73281073,1544.32524411,2282.30847848,1119.8646397,1268.77766406,1135.36551837,1576.78381871
B59, 34.4050189107656,-1.08932227714464,3426.31952426,2280.80650282,1458.49324326,1235.62922891,2039.86439845,1023.50695838,1071.81464496,971.240703698,875.276783023,3395.5951682,2764.97068788,880.312600993,1848.13208643,1925.96932999,1616.09475275,2297.0273045,1137.87987587,1255.59086916,1202.62671438,1555.20939418
B60, 34.4044184312224,-1.0895586040863,3354.89916301,2220.5580378,1412.32565914,1183.27272864,1999.64438969,960.664730567,1006.45909133,914.471477515,828.800667958,3348.11673454,2726.16471127,951.95144305,1826.22922885,1870.30881619,1631.4685642,2227.97659695,1070.32818359,1184.25486027,1181.88954112,1485.42629434
B61, 34.4048291444778,-1.08994376667913,3376.6646948,2212.6747379,1386.3211648,1164.43799181,2061.67101208,1012.70707096,1055.54251442,971.304233555,889.872817113,3323.47214369,2693.00827009,929.936507922,1888.14548253,1927.298033,1680.61266458,2269.81844479,1115.96643623,1206.14201029,1243.55204742,1499.27216516
B62, 34.4046635180712,-1.09013752121112,3350.6913435,2184.39613741,1359.85099701,1136.88725612,2059.38591949,998.784719528,1039.68857362,961.343627813,885.587231234,3296.86132722,2668.20049536,956.372537098,1893.75836922,1917.13160259,1699.06578826,2249.9304654,1098.1809245,1180.41330144,1249.91566212,1472.13355274
B63, 34.4048298150301,-1.09080560551387,3335.85038554,2136.68967683,1296.58449819,1080.06303176,2118.81994906,1034.37680445,1069.66592231,1006.90068818,942.766316838,3233.89715528,2599.27300842,978.585552793,1964.11646483,1960.82444548,1775.28410648,2264.7211293,1121.94800513,1168.98936227,1321.25546328,1449.5379345
B64, 34.4043198600411,-1.09168554572642,3244.33597128,2024.82231055,1184.97773392,966.987734929,2136.56669458,1012.07087683,1038.15583324,1001.86176516,960.862390696,3122.26096422,2491.91111753,1080.6365718,2011.2988838,1947.64142891,1864.74096209,2206.92735472,1080.69700126,1083.72095044,1373.35502531,1353.00801768
B65, 34.4041418284178,-1.09154475530972,3232.44653697,2024.80892541,1192.99783442,971.24506804,2111.35130797,987.901463237,1014.71127405,976.852369679,935.699824441,3129.98116348,2503.45359619,1087.83861397,1987.2972107,1923.09134996,1847.0169712,2187.02435809,1058.24986056,1069.54419794,1349.87351657,1342.79387233
B66, 34.4038159400225,-1.09172510112804,3191.21026123,1986.76224382,1162.45482844,936.844365383,2097.28336362,962.025775484,986.038354773,956.521573213,923.551073869,3098.71718043,2477.13341631,1129.06688715,1984.41263871,1898.94933545,1863.56713302,2150.95976486,1026.78100379,1028.91501955,1349.77910605,1301.38686375
B67, 34.4042568281293,-1.091961427881,3225.842525,1996.55423775,1153.78898478,936.859091891,2151.39915259,1017.45089283,1040.83431978,1011.97430924,976.871038191,3091.09433131,2460.45493908,1104.43012488,2033.03003972,1954.52064744,1894.44708191,2200.46037346,1080.38272468,1068.43541232,1396.44830955,1332.93133856
C1, 34.3990090861917,-1.08690905955538,3000.8684296,2216.42480347,1651.42901078,1378.76028836,1342.75938606,381.778599448,463.778078726,271.106220869,167.015001104,3489.1978035,2975.6644568,1471.20742812,1256.86354976,1210.1953355,1374.3794793,1694.24166401,565.50961698,957.071059762,662.049673269,1304.02727064
C2, 34.3987465649843,-1.08667273240616,2993.80290399,2232.82981113,1680.89736082,1407.66173253,1303.51576694,367.496112435,452.963517752,245.428432056,127.85685226,3511.02648049,3003.02943507,1498.81042188,1220.85609618,1175.65448916,1357.59322835,1674.61350014,557.325300001,967.454302093,632.004521318,1314.08820693
C3*, 34.398944042623,-1.08628187072587,3037.93388762,2280.8051318,1721.54246289,1448.86244882,1293.47273988,408.899729474,496.184458778,277.682842454,120.07206815,3557.14606444,3045.61005755,1475.36050752,1190.75082894,1188.10445797,1309.57300253,1709.62279556,601.720585445,1016.13539709,592.050173058,1362.77883944
